"start_date","end_date","cluster2017","timeframe","cluster2017_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2003","31DEC2003","Cluster 18",2003,"Cluster 18",38,15,1
"01JAN2004","31DEC2004","Cluster 18",2004,"Cluster 18",37,13,1
"01JAN2005","31DEC2005","Cluster 18",2005,"Cluster 18",35,13,1
"01JAN2006","31DEC2006","Cluster 18",2006,"Cluster 18",31,12,1
"01JAN2007","31DEC2007","Cluster 18",2007,"Cluster 18",33,15,1
"01JAN2008","31DEC2008","Cluster 18",2008,"Cluster 18",31,14,1
"01JAN2009","31DEC2009","Cluster 18",2009,"Cluster 18",31,14,1
"01JAN2010","31DEC2010","Cluster 18",2010,"Cluster 18",32,13,1
"01JAN2011","31DEC2011","Cluster 18",2011,"Cluster 18",31,9.2,1
"01JAN2012","31DEC2012","Cluster 18",2012,"Cluster 18",33,11,1
"01JAN2013","31DEC2013","Cluster 18",2013,"Cluster 18",38,11,1
"01JAN2014","31DEC2014","Cluster 18",2014,"Cluster 18",42,10,1
"01JAN2015","31DEC2015","Cluster 18",2015,"Cluster 18",36,9.8,1
"01JAN2016","31DEC2016","Cluster 18",2016,"Cluster 18",33,7.6,1
"01JAN2017","31DEC2017","Cluster 18",2017,"Cluster 18",30,6.0,1
"01JAN2018","31DEC2018","Cluster 18",2018,"Cluster 18",30,5.8,1
"01JAN2019","31DEC2019","Cluster 18",2019,"Cluster 18",33,4.1,1
"01JAN2000","31DEC2000","Cluster 19",2000,"Cluster 19",29,6.9,1
"01JAN2001","31DEC2001","Cluster 19",2001,"Cluster 19",37,7.5,1
"01JAN2002","31DEC2002","Cluster 19",2002,"Cluster 19",39,8.3,1
"01JAN2003","31DEC2003","Cluster 19",2003,"Cluster 19",37,14,1
"01JAN2004","31DEC2004","Cluster 19",2004,"Cluster 19",34,7.9,1
"01JAN2005","31DEC2005","Cluster 19",2005,"Cluster 19",28,9.8,1
"01JAN2006","31DEC2006","Cluster 19",2006,"Cluster 19",23,10,1
"01JAN2007","31DEC2007","Cluster 19",2007,"Cluster 19",27,11,1
"01JAN2008","31DEC2008","Cluster 19",2008,"Cluster 19",26,11,1
"01JAN2009","31DEC2009","Cluster 19",2009,"Cluster 19",26,11,1
"01JAN2010","31DEC2010","Cluster 19",2010,"Cluster 19",28,7.3,1
"01JAN2011","31DEC2011","Cluster 19",2011,"Cluster 19",25,6.1,1
"01JAN2012","31DEC2012","Cluster 19",2012,"Cluster 19",25,6.7,1
"01JAN2013","31DEC2013","Cluster 19",2013,"Cluster 19",23,6.6,1
"01JAN2014","31DEC2014","Cluster 19",2014,"Cluster 19",32,6.8,1
"01JAN2015","31DEC2015","Cluster 19",2015,"Cluster 19",30,8.0,1
"01JAN2016","31DEC2016","Cluster 19",2016,"Cluster 19",31,6.1,1
"01JAN2017","31DEC2017","Cluster 19",2017,"Cluster 19",32,5.9,1
"01JAN2018","31DEC2018","Cluster 19",2018,"Cluster 19",42,5.1,1
"01JAN2019","31DEC2019","Cluster 19",2019,"Cluster 19",36,3.6,1
"01JAN2000","31DEC2000","Cluster 20",2000,"Cluster 20",27,7.0,1
"01JAN2001","31DEC2001","Cluster 20",2001,"Cluster 20",33,7.4,1
"01JAN2002","31DEC2002","Cluster 20",2002,"Cluster 20",33,6.7,1
"01JAN2003","31DEC2003","Cluster 20",2003,"Cluster 20",32,7.1,1
"01JAN2004","31DEC2004","Cluster 20",2004,"Cluster 20",30,5.9,1
"01JAN2005","31DEC2005","Cluster 20",2005,"Cluster 20",32,8.9,1
"01JAN2006","31DEC2006","Cluster 20",2006,"Cluster 20",26,9.7,1
"01JAN2007","31DEC2007","Cluster 20",2007,"Cluster 20",27,8.8,1
"01JAN2008","31DEC2008","Cluster 20",2008,"Cluster 20",28,6.4,1
"01JAN2009","31DEC2009","Cluster 20",2009,"Cluster 20",27,6.5,1
"01JAN2010","31DEC2010","Cluster 20",2010,"Cluster 20",28,6.2,1
"01JAN2011","31DEC2011","Cluster 20",2011,"Cluster 20",29,6.1,1
"01JAN2012","31DEC2012","Cluster 20",2012,"Cluster 20",35,6.3,1
"01JAN2013","31DEC2013","Cluster 20",2013,"Cluster 20",29,6.7,1
"01JAN2014","31DEC2014","Cluster 20",2014,"Cluster 20",42,5.6,1
"01JAN2015","31DEC2015","Cluster 20",2015,"Cluster 20",36,5.7,1
"01JAN2016","31DEC2016","Cluster 20",2016,"Cluster 20",27,4.9,1
"01JAN2017","31DEC2017","Cluster 20",2017,"Cluster 20",29,3.8,1
"01JAN2018","31DEC2018","Cluster 20",2018,"Cluster 20",40,2.7,1
"01JAN2019","31DEC2019","Cluster 20",2019,"Cluster 20",34,4.0,1
"01JAN2000","31DEC2000","Cluster 21",2000,"Cluster 21",47,19,1
"01JAN2001","31DEC2001","Cluster 21",2001,"Cluster 21",54,21,1
"01JAN2002","31DEC2002","Cluster 21",2002,"Cluster 21",53,18,1
"01JAN2003","31DEC2003","Cluster 21",2003,"Cluster 21",62,19,1
"01JAN2004","31DEC2004","Cluster 21",2004,"Cluster 21",55,17,1
"01JAN2005","31DEC2005","Cluster 21",2005,"Cluster 21",47,18,1
"01JAN2006","31DEC2006","Cluster 21",2006,"Cluster 21",39,17,1
"01JAN2007","31DEC2007","Cluster 21",2007,"Cluster 21",52,14,1
"01JAN2008","31DEC2008","Cluster 21",2008,"Cluster 21",42,14,1
"01JAN2009","31DEC2009","Cluster 21",2009,"Cluster 21",38,16,1
"01JAN2010","31DEC2010","Cluster 21",2010,"Cluster 21",38,14,1
"01JAN2011","31DEC2011","Cluster 21",2011,"Cluster 21",40,13,1
"01JAN2012","31DEC2012","Cluster 21",2012,"Cluster 21",54,14,1
"01JAN2013","31DEC2013","Cluster 21",2013,"Cluster 21",45,11,1
"01JAN2014","31DEC2014","Cluster 21",2014,"Cluster 21",59,12,1
"01JAN2015","31DEC2015","Cluster 21",2015,"Cluster 21",54,12,1
"01JAN2016","31DEC2016","Cluster 21",2016,"Cluster 21",49,13,1
"01JAN2017","31DEC2017","Cluster 21",2017,"Cluster 21",42,7.7,1
"01JAN2018","31DEC2018","Cluster 21",2018,"Cluster 21",55,7.9,1
"01JAN2019","31DEC2019","Cluster 21",2019,"Cluster 21",53,9.9,1
"01JAN2000","31DEC2000","Cluster 22",2000,"Cluster 22",65,20,1
"01JAN2001","31DEC2001","Cluster 22",2001,"Cluster 22",67,17,1
"01JAN2002","31DEC2002","Cluster 22",2002,"Cluster 22",61,18,1
"01JAN2003","31DEC2003","Cluster 22",2003,"Cluster 22",71,19,1
"01JAN2004","31DEC2004","Cluster 22",2004,"Cluster 22",68,17,1
"01JAN2005","31DEC2005","Cluster 22",2005,"Cluster 22",68,22,1
"01JAN2006","31DEC2006","Cluster 22",2006,"Cluster 22",60,18,1
"01JAN2007","31DEC2007","Cluster 22",2007,"Cluster 22",56,18,1
"01JAN2008","31DEC2008","Cluster 22",2008,"Cluster 22",53,18,1
"01JAN2009","31DEC2009","Cluster 22",2009,"Cluster 22",52,15,1
"01JAN2010","31DEC2010","Cluster 22",2010,"Cluster 22",55,14,1
"01JAN2011","31DEC2011","Cluster 22",2011,"Cluster 22",61,16,1
"01JAN2012","31DEC2012","Cluster 22",2012,"Cluster 22",71,17,1
"01JAN2013","31DEC2013","Cluster 22",2013,"Cluster 22",79,16,1
"01JAN2014","31DEC2014","Cluster 22",2014,"Cluster 22",93,16,1
"01JAN2015","31DEC2015","Cluster 22",2015,"Cluster 22",90,18,1
"01JAN2016","31DEC2016","Cluster 22",2016,"Cluster 22",79,17,1
"01JAN2017","31DEC2017","Cluster 22",2017,"Cluster 22",81,12,1
"01JAN2018","31DEC2018","Cluster 22",2018,"Cluster 22",83,9.8,1
"01JAN2019","31DEC2019","Cluster 22",2019,"Cluster 22",84,10,1
"01JAN2000","31DEC2000","Cluster 23",2000,"Cluster 23",65,33,1
"01JAN2001","31DEC2001","Cluster 23",2001,"Cluster 23",71,32,1
"01JAN2002","31DEC2002","Cluster 23",2002,"Cluster 23",69,29,1
"01JAN2003","31DEC2003","Cluster 23",2003,"Cluster 23",81,37,1
"01JAN2004","31DEC2004","Cluster 23",2004,"Cluster 23",85,30,1
"01JAN2005","31DEC2005","Cluster 23",2005,"Cluster 23",70,34,1
"01JAN2006","31DEC2006","Cluster 23",2006,"Cluster 23",67,29,1
"01JAN2007","31DEC2007","Cluster 23",2007,"Cluster 23",77,30,1
"01JAN2008","31DEC2008","Cluster 23",2008,"Cluster 23",65,27,1
"01JAN2009","31DEC2009","Cluster 23",2009,"Cluster 23",66,23,1
"01JAN2010","31DEC2010","Cluster 23",2010,"Cluster 23",54,22,1
"01JAN2011","31DEC2011","Cluster 23",2011,"Cluster 23",63,19,1
"01JAN2012","31DEC2012","Cluster 23",2012,"Cluster 23",63,24,1
"01JAN2013","31DEC2013","Cluster 23",2013,"Cluster 23",68,20,1
"01JAN2014","31DEC2014","Cluster 23",2014,"Cluster 23",69,21,1
"01JAN2015","31DEC2015","Cluster 23",2015,"Cluster 23",65,22,1
"01JAN2016","31DEC2016","Cluster 23",2016,"Cluster 23",62,23,1
"01JAN2017","31DEC2017","Cluster 23",2017,"Cluster 23",66,16,1
"01JAN2018","31DEC2018","Cluster 23",2018,"Cluster 23",73,15,1
"01JAN2019","31DEC2019","Cluster 23",2019,"Cluster 23",79,15,1
"01JAN2000","31DEC2000","Cluster 24",2000,"Cluster 24",51,8.8,1
"01JAN2001","31DEC2001","Cluster 24",2001,"Cluster 24",60,11,1
"01JAN2002","31DEC2002","Cluster 24",2002,"Cluster 24",51,12,1
"01JAN2003","31DEC2003","Cluster 24",2003,"Cluster 24",52,13,1
"01JAN2004","31DEC2004","Cluster 24",2004,"Cluster 24",49,11,1
"01JAN2005","31DEC2005","Cluster 24",2005,"Cluster 24",43,11,1
"01JAN2006","31DEC2006","Cluster 24",2006,"Cluster 24",36,10,1
"01JAN2007","31DEC2007","Cluster 24",2007,"Cluster 24",46,11,1
"01JAN2008","31DEC2008","Cluster 24",2008,"Cluster 24",45,8.9,1
"01JAN2009","31DEC2009","Cluster 24",2009,"Cluster 24",45,8.0,1
"01JAN2010","31DEC2010","Cluster 24",2010,"Cluster 24",48,5.4,1
"01JAN2011","31DEC2011","Cluster 24",2011,"Cluster 24",47,7.2,1
"01JAN2012","31DEC2012","Cluster 24",2012,"Cluster 24",49,9.7,1
"01JAN2013","31DEC2013","Cluster 24",2013,"Cluster 24",59,7.9,1
"01JAN2014","31DEC2014","Cluster 24",2014,"Cluster 24",66,6.7,1
"01JAN2015","31DEC2015","Cluster 24",2015,"Cluster 24",61,7.2,1
"01JAN2016","31DEC2016","Cluster 24",2016,"Cluster 24",56,7.3,1
"01JAN2017","31DEC2017","Cluster 24",2017,"Cluster 24",72,5.8,1
"01JAN2018","31DEC2018","Cluster 24",2018,"Cluster 24",71,6.9,1
"01JAN2019","31DEC2019","Cluster 24",2019,"Cluster 24",75,6.7,1
"01JAN2000","31DEC2000","Cluster 25",2000,"Cluster 25",65,23,1
"01JAN2001","31DEC2001","Cluster 25",2001,"Cluster 25",83,24,1
"01JAN2002","31DEC2002","Cluster 25",2002,"Cluster 25",73,22,1
"01JAN2003","31DEC2003","Cluster 25",2003,"Cluster 25",75,23,1
"01JAN2004","31DEC2004","Cluster 25",2004,"Cluster 25",88,21,1
"01JAN2005","31DEC2005","Cluster 25",2005,"Cluster 25",73,18,1
"01JAN2006","31DEC2006","Cluster 25",2006,"Cluster 25",73,19,1
"01JAN2007","31DEC2007","Cluster 25",2007,"Cluster 25",64,20,1
"01JAN2008","31DEC2008","Cluster 25",2008,"Cluster 25",62,18,1
"01JAN2009","31DEC2009","Cluster 25",2009,"Cluster 25",60,17,1
"01JAN2010","31DEC2010","Cluster 25",2010,"Cluster 25",52,13,1
"01JAN2011","31DEC2011","Cluster 25",2011,"Cluster 25",57,15,1
"01JAN2012","31DEC2012","Cluster 25",2012,"Cluster 25",72,14,1
"01JAN2013","31DEC2013","Cluster 25",2013,"Cluster 25",73,13,1
"01JAN2014","31DEC2014","Cluster 25",2014,"Cluster 25",79,12,1
"01JAN2015","31DEC2015","Cluster 25",2015,"Cluster 25",71,14,1
"01JAN2016","31DEC2016","Cluster 25",2016,"Cluster 25",66,12,1
"01JAN2017","31DEC2017","Cluster 25",2017,"Cluster 25",69,8.0,1
"01JAN2018","31DEC2018","Cluster 25",2018,"Cluster 25",72,8.1,1
"01JAN2019","31DEC2019","Cluster 25",2019,"Cluster 25",75,9.3,1
"01JAN2000","31DEC2000","Cluster 26",2000,"Cluster 26",52,12,1
"01JAN2001","31DEC2001","Cluster 26",2001,"Cluster 26",66,13,1
"01JAN2002","31DEC2002","Cluster 26",2002,"Cluster 26",54,13,1
"01JAN2003","31DEC2003","Cluster 26",2003,"Cluster 26",49,13,1
"01JAN2004","31DEC2004","Cluster 26",2004,"Cluster 26",45,9.2,1
"01JAN2005","31DEC2005","Cluster 26",2005,"Cluster 26",42,9.9,1
"01JAN2006","31DEC2006","Cluster 26",2006,"Cluster 26",34,9.5,1
"01JAN2007","31DEC2007","Cluster 26",2007,"Cluster 26",40,9.3,1
"01JAN2008","31DEC2008","Cluster 26",2008,"Cluster 26",47,9.8,1
"01JAN2009","31DEC2009","Cluster 26",2009,"Cluster 26",47,9.5,1
"01JAN2010","31DEC2010","Cluster 26",2010,"Cluster 26",38,7.7,1
"01JAN2011","31DEC2011","Cluster 26",2011,"Cluster 26",40,6.4,1
"01JAN2012","31DEC2012","Cluster 26",2012,"Cluster 26",49,7.6,1
"01JAN2013","31DEC2013","Cluster 26",2013,"Cluster 26",55,6.1,1
"01JAN2014","31DEC2014","Cluster 26",2014,"Cluster 26",55,6.3,1
"01JAN2015","31DEC2015","Cluster 26",2015,"Cluster 26",54,8.1,1
"01JAN2016","31DEC2016","Cluster 26",2016,"Cluster 26",50,7.1,1
"01JAN2017","31DEC2017","Cluster 26",2017,"Cluster 26",43,4.2,1
"01JAN2018","31DEC2018","Cluster 26",2018,"Cluster 26",45,4.5,1
"01JAN2019","31DEC2019","Cluster 26",2019,"Cluster 26",46,5.1,1
"01JAN2000","31DEC2000","Cluster 27",2000,"Cluster 27",270,62,1
"01JAN2001","31DEC2001","Cluster 27",2001,"Cluster 27",298,70,1
"01JAN2002","31DEC2002","Cluster 27",2002,"Cluster 27",211,70,1
"01JAN2003","31DEC2003","Cluster 27",2003,"Cluster 27",139,58,1
"01JAN2004","31DEC2004","Cluster 27",2004,"Cluster 27",112,35,1
"01JAN2005","31DEC2005","Cluster 27",2005,"Cluster 27",93,28,1
"01JAN2006","31DEC2006","Cluster 27",2006,"Cluster 27",119,14,1
"01JAN2007","31DEC2007","Cluster 27",2007,"Cluster 27",82,11,1
"01JAN2008","31DEC2008","Cluster 27",2008,"Cluster 27",58,10,1
"01JAN2009","31DEC2009","Cluster 27",2009,"Cluster 27",46,11,1
"01JAN2010","31DEC2010","Cluster 27",2010,"Cluster 27",47,9.3,1
"01JAN2011","31DEC2011","Cluster 27",2011,"Cluster 27",58,7.9,1
"01JAN2012","31DEC2012","Cluster 27",2012,"Cluster 27",54,8.6,1
"01JAN2013","31DEC2013","Cluster 27",2013,"Cluster 27",61,10,1
"01JAN2014","31DEC2014","Cluster 27",2014,"Cluster 27",72,5.4,1
"01JAN2015","31DEC2015","Cluster 27",2015,"Cluster 27",80,8.2,1
"01JAN2016","31DEC2016","Cluster 27",2016,"Cluster 27",96,14,1
"01JAN2017","31DEC2017","Cluster 27",2017,"Cluster 27",91,5.7,1
"01JAN2018","31DEC2018","Cluster 27",2018,"Cluster 27",111,6.8,1
"01JAN2019","31DEC2019","Cluster 27",2019,"Cluster 27",112,7.2,1
"01JAN2000","31DEC2000","Cluster 28",2000,"Cluster 28",47,26,1
"01JAN2001","31DEC2001","Cluster 28",2001,"Cluster 28",48,25,1
"01JAN2002","31DEC2002","Cluster 28",2002,"Cluster 28",44,25,1
"01JAN2003","31DEC2003","Cluster 28",2003,"Cluster 28",45,25,1
"01JAN2004","31DEC2004","Cluster 28",2004,"Cluster 28",48,22,1
"01JAN2005","31DEC2005","Cluster 28",2005,"Cluster 28",36,22,1
"01JAN2006","31DEC2006","Cluster 28",2006,"Cluster 28",38,23,1
"01JAN2007","31DEC2007","Cluster 28",2007,"Cluster 28",49,31,1
"01JAN2008","31DEC2008","Cluster 28",2008,"Cluster 28",39,31,1
"01JAN2009","31DEC2009","Cluster 28",2009,"Cluster 28",48,16,1
"01JAN2010","31DEC2010","Cluster 28",2010,"Cluster 28",39,25,1
"01JAN2011","31DEC2011","Cluster 28",2011,"Cluster 28",48,26,1
"01JAN2012","31DEC2012","Cluster 28",2012,"Cluster 28",51,25,1
"01JAN2013","31DEC2013","Cluster 28",2013,"Cluster 28",56,23,1
"01JAN2014","31DEC2014","Cluster 28",2014,"Cluster 28",59,22,1
"01JAN2015","31DEC2015","Cluster 28",2015,"Cluster 28",58,20,1
"01JAN2016","31DEC2016","Cluster 28",2016,"Cluster 28",57,23,1
"01JAN2017","31DEC2017","Cluster 28",2017,"Cluster 28",50,16,1
"01JAN2018","31DEC2018","Cluster 28",2018,"Cluster 28",57,16,1
"01JAN2019","31DEC2019","Cluster 28",2019,"Cluster 28",43,10,1
"01JAN2000","31DEC2000","Cluster 29",2000,"Cluster 29",30,16,1
"01JAN2001","31DEC2001","Cluster 29",2001,"Cluster 29",37,17,1
"01JAN2002","31DEC2002","Cluster 29",2002,"Cluster 29",30,22,1
"01JAN2003","31DEC2003","Cluster 29",2003,"Cluster 29",82,21,1
"01JAN2004","31DEC2004","Cluster 29",2004,"Cluster 29",48,16,1
"01JAN2005","31DEC2005","Cluster 29",2005,"Cluster 29",36,31,1
"01JAN2006","31DEC2006","Cluster 29",2006,"Cluster 29",28,15,1
"01JAN2007","31DEC2007","Cluster 29",2007,"Cluster 29",52,16,1
"01JAN2008","31DEC2008","Cluster 29",2008,"Cluster 29",47,25,1
"01JAN2009","31DEC2009","Cluster 29",2009,"Cluster 29",45,22,1
"01JAN2010","31DEC2010","Cluster 29",2010,"Cluster 29",52,11,1
"01JAN2011","31DEC2011","Cluster 29",2011,"Cluster 29",28,12,1
"01JAN2012","31DEC2012","Cluster 29",2012,"Cluster 29",47,15,1
"01JAN2013","31DEC2013","Cluster 29",2013,"Cluster 29",27,21,1
"01JAN2014","31DEC2014","Cluster 29",2014,"Cluster 29",35,29,1
"01JAN2015","31DEC2015","Cluster 29",2015,"Cluster 29",24,10,1
"01JAN2016","31DEC2016","Cluster 29",2016,"Cluster 29",23,15,1
"01JAN2017","31DEC2017","Cluster 29",2017,"Cluster 29",20,11,1
"01JAN2018","31DEC2018","Cluster 29",2018,"Cluster 29",20,14,1
"01JAN2019","31DEC2019","Cluster 29",2019,"Cluster 29",14,10,1
"01JAN2000","31DEC2000","Cluster 30",2000,"Cluster 30",46,15,1
"01JAN2001","31DEC2001","Cluster 30",2001,"Cluster 30",63,20,1
"01JAN2002","31DEC2002","Cluster 30",2002,"Cluster 30",52,16,1
"01JAN2003","31DEC2003","Cluster 30",2003,"Cluster 30",66,18,1
"01JAN2004","31DEC2004","Cluster 30",2004,"Cluster 30",55,17,1
"01JAN2005","31DEC2005","Cluster 30",2005,"Cluster 30",47,19,1
"01JAN2006","31DEC2006","Cluster 30",2006,"Cluster 30",45,15,1
"01JAN2007","31DEC2007","Cluster 30",2007,"Cluster 30",61,17,1
"01JAN2008","31DEC2008","Cluster 30",2008,"Cluster 30",62,19,1
"01JAN2009","31DEC2009","Cluster 30",2009,"Cluster 30",55,24,1
"01JAN2010","31DEC2010","Cluster 30",2010,"Cluster 30",48,20,1
"01JAN2011","31DEC2011","Cluster 30",2011,"Cluster 30",40,22,1
"01JAN2012","31DEC2012","Cluster 30",2012,"Cluster 30",43,19,1
"01JAN2013","31DEC2013","Cluster 30",2013,"Cluster 30",51,25,1
"01JAN2014","31DEC2014","Cluster 30",2014,"Cluster 30",52,27,1
"01JAN2015","31DEC2015","Cluster 30",2015,"Cluster 30",48,20,1
"01JAN2016","31DEC2016","Cluster 30",2016,"Cluster 30",47,22,1
"01JAN2017","31DEC2017","Cluster 30",2017,"Cluster 30",50,19,1
"01JAN2018","31DEC2018","Cluster 30",2018,"Cluster 30",55,17,1
"01JAN2019","31DEC2019","Cluster 30",2019,"Cluster 30",52,17,1
"01JAN2000","31DEC2000","Cluster 31",2000,"Cluster 31",52,24,1
"01JAN2001","31DEC2001","Cluster 31",2001,"Cluster 31",53,25,1
"01JAN2002","31DEC2002","Cluster 31",2002,"Cluster 31",54,22,1
"01JAN2003","31DEC2003","Cluster 31",2003,"Cluster 31",76,24,1
"01JAN2004","31DEC2004","Cluster 31",2004,"Cluster 31",51,19,1
"01JAN2005","31DEC2005","Cluster 31",2005,"Cluster 31",41,24,1
"01JAN2006","31DEC2006","Cluster 31",2006,"Cluster 31",45,19,1
"01JAN2007","31DEC2007","Cluster 31",2007,"Cluster 31",61,22,1
"01JAN2008","31DEC2008","Cluster 31",2008,"Cluster 31",76,28,1
"01JAN2009","31DEC2009","Cluster 31",2009,"Cluster 31",65,26,1
"01JAN2010","31DEC2010","Cluster 31",2010,"Cluster 31",69,28,1
"01JAN2011","31DEC2011","Cluster 31",2011,"Cluster 31",72,24,1
"01JAN2012","31DEC2012","Cluster 31",2012,"Cluster 31",51,21,1
"01JAN2013","31DEC2013","Cluster 31",2013,"Cluster 31",52,28,1
"01JAN2014","31DEC2014","Cluster 31",2014,"Cluster 31",69,27,1
"01JAN2015","31DEC2015","Cluster 31",2015,"Cluster 31",56,25,1
"01JAN2016","31DEC2016","Cluster 31",2016,"Cluster 31",49,21,1
"01JAN2017","31DEC2017","Cluster 31",2017,"Cluster 31",55,17,1
"01JAN2018","31DEC2018","Cluster 31",2018,"Cluster 31",54,15,1
"01JAN2019","31DEC2019","Cluster 31",2019,"Cluster 31",50,16,1
"01JAN2000","31DEC2000","Cluster 32",2000,"Cluster 32",49,20,1
"01JAN2001","31DEC2001","Cluster 32",2001,"Cluster 32",49,22,1
"01JAN2002","31DEC2002","Cluster 32",2002,"Cluster 32",57,20,1
"01JAN2003","31DEC2003","Cluster 32",2003,"Cluster 32",62,20,1
"01JAN2004","31DEC2004","Cluster 32",2004,"Cluster 32",47,19,1
"01JAN2005","31DEC2005","Cluster 32",2005,"Cluster 32",37,16,1
"01JAN2006","31DEC2006","Cluster 32",2006,"Cluster 32",32,15,1
"01JAN2007","31DEC2007","Cluster 32",2007,"Cluster 32",35,18,1
"01JAN2008","31DEC2008","Cluster 32",2008,"Cluster 32",49,16,1
"01JAN2009","31DEC2009","Cluster 32",2009,"Cluster 32",39,16,1
"01JAN2010","31DEC2010","Cluster 32",2010,"Cluster 32",40,19,1
"01JAN2011","31DEC2011","Cluster 32",2011,"Cluster 32",38,18,1
"01JAN2012","31DEC2012","Cluster 32",2012,"Cluster 32",50,21,1
"01JAN2013","31DEC2013","Cluster 32",2013,"Cluster 32",51,23,1
"01JAN2014","31DEC2014","Cluster 32",2014,"Cluster 32",59,25,1
"01JAN2015","31DEC2015","Cluster 32",2015,"Cluster 32",57,20,1
"01JAN2016","31DEC2016","Cluster 32",2016,"Cluster 32",55,18,1
"01JAN2017","31DEC2017","Cluster 32",2017,"Cluster 32",51,16,1
"01JAN2018","31DEC2018","Cluster 32",2018,"Cluster 32",51,13,1
"01JAN2019","31DEC2019","Cluster 32",2019,"Cluster 32",46,14,1
"01JAN2000","31DEC2000","Cluster 33",2000,"Cluster 33",42,21,1
"01JAN2001","31DEC2001","Cluster 33",2001,"Cluster 33",43,21,1
"01JAN2002","31DEC2002","Cluster 33",2002,"Cluster 33",52,21,1
"01JAN2003","31DEC2003","Cluster 33",2003,"Cluster 33",58,19,1
"01JAN2004","31DEC2004","Cluster 33",2004,"Cluster 33",41,17,1
"01JAN2005","31DEC2005","Cluster 33",2005,"Cluster 33",32,17,1
"01JAN2006","31DEC2006","Cluster 33",2006,"Cluster 33",31,16,1
"01JAN2007","31DEC2007","Cluster 33",2007,"Cluster 33",39,14,1
"01JAN2008","31DEC2008","Cluster 33",2008,"Cluster 33",45,16,1
"01JAN2009","31DEC2009","Cluster 33",2009,"Cluster 33",31,19,1
"01JAN2010","31DEC2010","Cluster 33",2010,"Cluster 33",32,18,1
"01JAN2011","31DEC2011","Cluster 33",2011,"Cluster 33",36,16,1
"01JAN2012","31DEC2012","Cluster 33",2012,"Cluster 33",38,14,1
"01JAN2013","31DEC2013","Cluster 33",2013,"Cluster 33",38,21,1
"01JAN2014","31DEC2014","Cluster 33",2014,"Cluster 33",44,18,1
"01JAN2015","31DEC2015","Cluster 33",2015,"Cluster 33",37,16,1
"01JAN2016","31DEC2016","Cluster 33",2016,"Cluster 33",35,13,1
"01JAN2017","31DEC2017","Cluster 33",2017,"Cluster 33",36,11,1
"01JAN2018","31DEC2018","Cluster 33",2018,"Cluster 33",38,12,1
"01JAN2019","31DEC2019","Cluster 33",2019,"Cluster 33",27,10,1
"01JAN2000","31DEC2000","Cluster 34",2000,"Cluster 34",46,16,1
"01JAN2001","31DEC2001","Cluster 34",2001,"Cluster 34",50,17,1
"01JAN2002","31DEC2002","Cluster 34",2002,"Cluster 34",53,16,1
"01JAN2003","31DEC2003","Cluster 34",2003,"Cluster 34",56,14,1
"01JAN2004","31DEC2004","Cluster 34",2004,"Cluster 34",41,13,1
"01JAN2005","31DEC2005","Cluster 34",2005,"Cluster 34",33,13,1
"01JAN2006","31DEC2006","Cluster 34",2006,"Cluster 34",32,15,1
"01JAN2007","31DEC2007","Cluster 34",2007,"Cluster 34",37,13,1
"01JAN2008","31DEC2008","Cluster 34",2008,"Cluster 34",37,13,1
"01JAN2009","31DEC2009","Cluster 34",2009,"Cluster 34",39,11,1
"01JAN2010","31DEC2010","Cluster 34",2010,"Cluster 34",31,10,1
"01JAN2011","31DEC2011","Cluster 34",2011,"Cluster 34",33,12,1
"01JAN2012","31DEC2012","Cluster 34",2012,"Cluster 34",45,17,1
"01JAN2013","31DEC2013","Cluster 34",2013,"Cluster 34",46,17,1
"01JAN2014","31DEC2014","Cluster 34",2014,"Cluster 34",53,15,1
"01JAN2015","31DEC2015","Cluster 34",2015,"Cluster 34",42,14,1
"01JAN2016","31DEC2016","Cluster 34",2016,"Cluster 34",40,14,1
"01JAN2017","31DEC2017","Cluster 34",2017,"Cluster 34",40,11,1
"01JAN2018","31DEC2018","Cluster 34",2018,"Cluster 34",48,12,1
"01JAN2019","31DEC2019","Cluster 34",2019,"Cluster 34",48,9.0,1
"01JAN2000","31DEC2000","Cluster 35",2000,"Cluster 35",57,13,1
"01JAN2001","31DEC2001","Cluster 35",2001,"Cluster 35",71,17,1
"01JAN2002","31DEC2002","Cluster 35",2002,"Cluster 35",71,15,1
"01JAN2003","31DEC2003","Cluster 35",2003,"Cluster 35",87,14,1
"01JAN2004","31DEC2004","Cluster 35",2004,"Cluster 35",54,15,1
"01JAN2005","31DEC2005","Cluster 35",2005,"Cluster 35",48,14,1
"01JAN2006","31DEC2006","Cluster 35",2006,"Cluster 35",43,11,1
"01JAN2007","31DEC2007","Cluster 35",2007,"Cluster 35",66,19,1
"01JAN2008","31DEC2008","Cluster 35",2008,"Cluster 35",52,16,1
"01JAN2009","31DEC2009","Cluster 35",2009,"Cluster 35",53,13,1
"01JAN2010","31DEC2010","Cluster 35",2010,"Cluster 35",44,19,1
"01JAN2011","31DEC2011","Cluster 35",2011,"Cluster 35",49,15,1
"01JAN2012","31DEC2012","Cluster 35",2012,"Cluster 35",57,13,1
"01JAN2013","31DEC2013","Cluster 35",2013,"Cluster 35",47,13,1
"01JAN2014","31DEC2014","Cluster 35",2014,"Cluster 35",46,13,1
