"start_date","end_date","psa2012","timeframe","psa2012_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2001","31DEC2001","PSA 307",2001,307,54,17,1
"01JAN2002","31DEC2002","PSA 307",2002,307,67,14,1
"01JAN2003","31DEC2003","PSA 307",2003,307,54,13,1
"01JAN2004","31DEC2004","PSA 307",2004,307,57,12,1
"01JAN2005","31DEC2005","PSA 307",2005,307,46,13,1
"01JAN2006","31DEC2006","PSA 307",2006,307,61,14,1
"01JAN2007","31DEC2007","PSA 307",2007,307,54,12,1
"01JAN2008","31DEC2008","PSA 307",2008,307,53,10,1
"01JAN2009","31DEC2009","PSA 307",2009,307,48,11,1
"01JAN2010","31DEC2010","PSA 307",2010,307,34,9.7,1
"01JAN2011","31DEC2011","PSA 307",2011,307,41,8.5,1
"01JAN2012","31DEC2012","PSA 307",2012,307,50,7.9,1
"01JAN2013","31DEC2013","PSA 307",2013,307,45,5.4,1
"01JAN2014","31DEC2014","PSA 307",2014,307,53,4.9,1
"01JAN2015","31DEC2015","PSA 307",2015,307,52,6.3,1
"01JAN2016","31DEC2016","PSA 307",2016,307,69,6.5,1
"01JAN2017","31DEC2017","PSA 307",2017,307,44,2.9,1
"01JAN2018","31DEC2018","PSA 307",2018,307,50,4.1,1
"01JAN2000","31DEC2000","PSA 308",2000,308,47,18,1
"01JAN2001","31DEC2001","PSA 308",2001,308,53,26,1
"01JAN2002","31DEC2002","PSA 308",2002,308,58,18,1
"01JAN2003","31DEC2003","PSA 308",2003,308,61,20,1
"01JAN2004","31DEC2004","PSA 308",2004,308,66,19,1
"01JAN2005","31DEC2005","PSA 308",2005,308,52,19,1
"01JAN2006","31DEC2006","PSA 308",2006,308,49,21,1
"01JAN2007","31DEC2007","PSA 308",2007,308,49,21,1
"01JAN2008","31DEC2008","PSA 308",2008,308,53,14,1
"01JAN2009","31DEC2009","PSA 308",2009,308,43,15,1
"01JAN2010","31DEC2010","PSA 308",2010,308,38,16,1
"01JAN2011","31DEC2011","PSA 308",2011,308,47,15,1
"01JAN2012","31DEC2012","PSA 308",2012,308,67,12,1
"01JAN2013","31DEC2013","PSA 308",2013,308,68,16,1
"01JAN2014","31DEC2014","PSA 308",2014,308,83,12,1
"01JAN2015","31DEC2015","PSA 308",2015,308,72,11,1
"01JAN2016","31DEC2016","PSA 308",2016,308,80,9.8,1
"01JAN2017","31DEC2017","PSA 308",2017,308,56,8.1,1
"01JAN2018","31DEC2018","PSA 308",2018,308,65,8.1,1
"01JAN2000","31DEC2000","PSA 401",2000,401,43,7.4,1
"01JAN2001","31DEC2001","PSA 401",2001,401,50,7.2,1
"01JAN2002","31DEC2002","PSA 401",2002,401,46,8.6,1
"01JAN2003","31DEC2003","PSA 401",2003,401,45,11,1
"01JAN2004","31DEC2004","PSA 401",2004,401,37,9.6,1
"01JAN2005","31DEC2005","PSA 401",2005,401,37,8.2,1
"01JAN2006","31DEC2006","PSA 401",2006,401,28,9.3,1
"01JAN2007","31DEC2007","PSA 401",2007,401,35,11,1
"01JAN2008","31DEC2008","PSA 401",2008,401,37,8.6,1
"01JAN2009","31DEC2009","PSA 401",2009,401,39,7.7,1
"01JAN2010","31DEC2010","PSA 401",2010,401,35,6.5,1
"01JAN2011","31DEC2011","PSA 401",2011,401,36,5.2,1
"01JAN2012","31DEC2012","PSA 401",2012,401,40,5.8,1
"01JAN2013","31DEC2013","PSA 401",2013,401,39,6.4,1
"01JAN2014","31DEC2014","PSA 401",2014,401,59,4.9,1
"01JAN2015","31DEC2015","PSA 401",2015,401,46,5.2,1
"01JAN2016","31DEC2016","PSA 401",2016,401,37,6.8,1
"01JAN2017","31DEC2017","PSA 401",2017,401,37,3.0,1
"01JAN2018","31DEC2018","PSA 401",2018,401,55,4.1,1
"01JAN2000","31DEC2000","PSA 402",2000,402,34,9.6,1
"01JAN2001","31DEC2001","PSA 402",2001,402,36,7.6,1
"01JAN2002","31DEC2002","PSA 402",2002,402,43,11,1
"01JAN2003","31DEC2003","PSA 402",2003,402,40,15,1
"01JAN2004","31DEC2004","PSA 402",2004,402,34,11,1
"01JAN2005","31DEC2005","PSA 402",2005,402,33,10,1
"01JAN2006","31DEC2006","PSA 402",2006,402,25,9.6,1
"01JAN2007","31DEC2007","PSA 402",2007,402,28,13,1
"01JAN2008","31DEC2008","PSA 402",2008,402,29,10.0,1
"01JAN2009","31DEC2009","PSA 402",2009,402,26,12,1
"01JAN2010","31DEC2010","PSA 402",2010,402,29,8.6,1
"01JAN2011","31DEC2011","PSA 402",2011,402,32,8.2,1
"01JAN2012","31DEC2012","PSA 402",2012,402,30,12,1
"01JAN2013","31DEC2013","PSA 402",2013,402,37,8.3,1
"01JAN2014","31DEC2014","PSA 402",2014,402,53,6.5,1
"01JAN2015","31DEC2015","PSA 402",2015,402,51,10,1
"01JAN2016","31DEC2016","PSA 402",2016,402,41,6.3,1
"01JAN2017","31DEC2017","PSA 402",2017,402,38,4.1,1
"01JAN2018","31DEC2018","PSA 402",2018,402,43,4.3,1
"01JAN2000","31DEC2000","PSA 403",2000,403,41,12,1
"01JAN2001","31DEC2001","PSA 403",2001,403,37,9.6,1
"01JAN2002","31DEC2002","PSA 403",2002,403,42,10,1
"01JAN2003","31DEC2003","PSA 403",2003,403,35,16,1
"01JAN2004","31DEC2004","PSA 403",2004,403,37,15,1
"01JAN2005","31DEC2005","PSA 403",2005,403,39,12,1
"01JAN2006","31DEC2006","PSA 403",2006,403,32,11,1
"01JAN2007","31DEC2007","PSA 403",2007,403,32,15,1
"01JAN2008","31DEC2008","PSA 403",2008,403,27,15,1
"01JAN2009","31DEC2009","PSA 403",2009,403,28,13,1
"01JAN2010","31DEC2010","PSA 403",2010,403,31,13,1
"01JAN2011","31DEC2011","PSA 403",2011,403,30,8.2,1
"01JAN2012","31DEC2012","PSA 403",2012,403,30,14,1
"01JAN2013","31DEC2013","PSA 403",2013,403,32,10,1
"01JAN2014","31DEC2014","PSA 403",2014,403,38,12,1
"01JAN2015","31DEC2015","PSA 403",2015,403,32,12,1
"01JAN2016","31DEC2016","PSA 403",2016,403,29,7.9,1
"01JAN2017","31DEC2017","PSA 403",2017,403,24,7.0,1
"01JAN2018","31DEC2018","PSA 403",2018,403,25,6.1,1
"01JAN2000","31DEC2000","PSA 404",2000,404,51,15,1
"01JAN2001","31DEC2001","PSA 404",2001,404,43,9.9,1
"01JAN2002","31DEC2002","PSA 404",2002,404,53,14,1
"01JAN2003","31DEC2003","PSA 404",2003,404,44,14,1
"01JAN2004","31DEC2004","PSA 404",2004,404,43,14,1
"01JAN2005","31DEC2005","PSA 404",2005,404,37,14,1
"01JAN2006","31DEC2006","PSA 404",2006,404,34,13,1
"01JAN2007","31DEC2007","PSA 404",2007,404,36,15,1
"01JAN2008","31DEC2008","PSA 404",2008,404,35,13,1
"01JAN2009","31DEC2009","PSA 404",2009,404,33,14,1
"01JAN2010","31DEC2010","PSA 404",2010,404,32,11,1
"01JAN2011","31DEC2011","PSA 404",2011,404,38,11,1
"01JAN2012","31DEC2012","PSA 404",2012,404,43,11,1
"01JAN2013","31DEC2013","PSA 404",2013,404,49,12,1
"01JAN2014","31DEC2014","PSA 404",2014,404,60,10.0,1
"01JAN2015","31DEC2015","PSA 404",2015,404,53,10,1
"01JAN2016","31DEC2016","PSA 404",2016,404,50,8.8,1
"01JAN2017","31DEC2017","PSA 404",2017,404,43,6.6,1
"01JAN2018","31DEC2018","PSA 404",2018,404,44,7.3,1
"01JAN2000","31DEC2000","PSA 405",2000,405,28,5.6,1
"01JAN2001","31DEC2001","PSA 405",2001,405,39,6.5,1
"01JAN2002","31DEC2002","PSA 405",2002,405,38,6.4,1
"01JAN2003","31DEC2003","PSA 405",2003,405,36,10,1
"01JAN2004","31DEC2004","PSA 405",2004,405,34,5.7,1
"01JAN2005","31DEC2005","PSA 405",2005,405,33,7.8,1
"01JAN2006","31DEC2006","PSA 405",2006,405,27,9.0,1
"01JAN2007","31DEC2007","PSA 405",2007,405,27,7.5,1
"01JAN2008","31DEC2008","PSA 405",2008,405,29,7.3,1
"01JAN2009","31DEC2009","PSA 405",2009,405,24,7.4,1
"01JAN2010","31DEC2010","PSA 405",2010,405,24,5.7,1
"01JAN2011","31DEC2011","PSA 405",2011,405,23,5.1,1
"01JAN2012","31DEC2012","PSA 405",2012,405,27,5.7,1
"01JAN2013","31DEC2013","PSA 405",2013,405,25,5.5,1
"01JAN2014","31DEC2014","PSA 405",2014,405,34,5.3,1
"01JAN2015","31DEC2015","PSA 405",2015,405,27,5.7,1
"01JAN2016","31DEC2016","PSA 405",2016,405,20,4.6,1
"01JAN2017","31DEC2017","PSA 405",2017,405,23,3.9,1
"01JAN2018","31DEC2018","PSA 405",2018,405,29,3.3,1
"01JAN2000","31DEC2000","PSA 406",2000,406,35,6.8,1
"01JAN2001","31DEC2001","PSA 406",2001,406,41,8.8,1
"01JAN2002","31DEC2002","PSA 406",2002,406,48,10,1
"01JAN2003","31DEC2003","PSA 406",2003,406,43,14,1
"01JAN2004","31DEC2004","PSA 406",2004,406,35,12,1
"01JAN2005","31DEC2005","PSA 406",2005,406,32,11,1
"01JAN2006","31DEC2006","PSA 406",2006,406,32,11,1
"01JAN2007","31DEC2007","PSA 406",2007,406,39,11,1
"01JAN2008","31DEC2008","PSA 406",2008,406,34,12,1
"01JAN2009","31DEC2009","PSA 406",2009,406,33,9.7,1
"01JAN2010","31DEC2010","PSA 406",2010,406,36,8.2,1
"01JAN2011","31DEC2011","PSA 406",2011,406,36,7.9,1
"01JAN2012","31DEC2012","PSA 406",2012,406,34,7.6,1
"01JAN2013","31DEC2013","PSA 406",2013,406,36,8.1,1
"01JAN2014","31DEC2014","PSA 406",2014,406,42,9.1,1
"01JAN2015","31DEC2015","PSA 406",2015,406,50,7.8,1
"01JAN2016","31DEC2016","PSA 406",2016,406,45,6.5,1
"01JAN2017","31DEC2017","PSA 406",2017,406,39,6.3,1
"01JAN2018","31DEC2018","PSA 406",2018,406,56,4.4,1
"01JAN2000","31DEC2000","PSA 407",2000,407,33,9.2,1
"01JAN2001","31DEC2001","PSA 407",2001,407,32,8.2,1
"01JAN2002","31DEC2002","PSA 407",2002,407,44,12,1
"01JAN2003","31DEC2003","PSA 407",2003,407,35,13,1
"01JAN2004","31DEC2004","PSA 407",2004,407,28,11,1
"01JAN2005","31DEC2005","PSA 407",2005,407,28,13,1
"01JAN2006","31DEC2006","PSA 407",2006,407,25,12,1
"01JAN2007","31DEC2007","PSA 407",2007,407,32,16,1
"01JAN2008","31DEC2008","PSA 407",2008,407,28,15,1
"01JAN2009","31DEC2009","PSA 407",2009,407,30,15,1
"01JAN2010","31DEC2010","PSA 407",2010,407,30,14,1
"01JAN2011","31DEC2011","PSA 407",2011,407,24,8.2,1
"01JAN2012","31DEC2012","PSA 407",2012,407,26,8.9,1
"01JAN2013","31DEC2013","PSA 407",2013,407,32,11,1
"01JAN2014","31DEC2014","PSA 407",2014,407,27,9.5,1
"01JAN2015","31DEC2015","PSA 407",2015,407,25,6.9,1
"01JAN2016","31DEC2016","PSA 407",2016,407,20,6.2,1
"01JAN2017","31DEC2017","PSA 407",2017,407,24,4.1,1
"01JAN2018","31DEC2018","PSA 407",2018,407,23,3.8,1
"01JAN2000","31DEC2000","PSA 408",2000,408,36,7.0,1
"01JAN2001","31DEC2001","PSA 408",2001,408,40,7.2,1
"01JAN2002","31DEC2002","PSA 408",2002,408,48,9.1,1
"01JAN2003","31DEC2003","PSA 408",2003,408,42,11,1
"01JAN2004","31DEC2004","PSA 408",2004,408,28,8.9,1
"01JAN2005","31DEC2005","PSA 408",2005,408,26,9.3,1
"01JAN2006","31DEC2006","PSA 408",2006,408,42,7.5,1
"01JAN2007","31DEC2007","PSA 408",2007,408,32,8.7,1
"01JAN2008","31DEC2008","PSA 408",2008,408,30,7.4,1
"01JAN2009","31DEC2009","PSA 408",2009,408,27,5.8,1
"01JAN2010","31DEC2010","PSA 408",2010,408,21,5.3,1
"01JAN2011","31DEC2011","PSA 408",2011,408,26,5.8,1
"01JAN2012","31DEC2012","PSA 408",2012,408,23,5.1,1
"01JAN2013","31DEC2013","PSA 408",2013,408,33,5.7,1
"01JAN2014","31DEC2014","PSA 408",2014,408,39,3.9,1
"01JAN2015","31DEC2015","PSA 408",2015,408,31,4.0,1
"01JAN2016","31DEC2016","PSA 408",2016,408,23,4.8,1
"01JAN2017","31DEC2017","PSA 408",2017,408,28,1.7,1
"01JAN2018","31DEC2018","PSA 408",2018,408,24,3.4,1
"01JAN2000","31DEC2000","PSA 409",2000,409,40,19,1
"01JAN2001","31DEC2001","PSA 409",2001,409,42,12,1
"01JAN2002","31DEC2002","PSA 409",2002,409,44,20,1
"01JAN2003","31DEC2003","PSA 409",2003,409,45,25,1
"01JAN2004","31DEC2004","PSA 409",2004,409,46,22,1
"01JAN2005","31DEC2005","PSA 409",2005,409,36,19,1
"01JAN2006","31DEC2006","PSA 409",2006,409,44,24,1
"01JAN2007","31DEC2007","PSA 409",2007,409,45,24,1
"01JAN2008","31DEC2008","PSA 409",2008,409,37,21,1
"01JAN2009","31DEC2009","PSA 409",2009,409,49,21,1
"01JAN2010","31DEC2010","PSA 409",2010,409,49,15,1
"01JAN2011","31DEC2011","PSA 409",2011,409,50,14,1
"01JAN2012","31DEC2012","PSA 409",2012,409,47,14,1
"01JAN2013","31DEC2013","PSA 409",2013,409,56,13,1
"01JAN2014","31DEC2014","PSA 409",2014,409,54,8.2,1
"01JAN2015","31DEC2015","PSA 409",2015,409,56,11,1
"01JAN2016","31DEC2016","PSA 409",2016,409,48,7.0,1
"01JAN2017","31DEC2017","PSA 409",2017,409,42,6.1,1
"01JAN2018","31DEC2018","PSA 409",2018,409,40,5.5,1
"01JAN2000","31DEC2000","PSA 501",2000,501,43,23,1
"01JAN2001","31DEC2001","PSA 501",2001,501,49,24,1
"01JAN2002","31DEC2002","PSA 501",2002,501,49,24,1
"01JAN2003","31DEC2003","PSA 501",2003,501,65,24,1
"01JAN2004","31DEC2004","PSA 501",2004,501,50,18,1
"01JAN2005","31DEC2005","PSA 501",2005,501,40,17,1
"01JAN2006","31DEC2006","PSA 501",2006,501,40,16,1
"01JAN2007","31DEC2007","PSA 501",2007,501,50,15,1
"01JAN2008","31DEC2008","PSA 501",2008,501,44,15,1
"01JAN2009","31DEC2009","PSA 501",2009,501,45,18,1
"01JAN2010","31DEC2010","PSA 501",2010,501,39,15,1
"01JAN2011","31DEC2011","PSA 501",2011,501,47,13,1
"01JAN2012","31DEC2012","PSA 501",2012,501,65,15,1
"01JAN2013","31DEC2013","PSA 501",2013,501,45,12,1
"01JAN2014","31DEC2014","PSA 501",2014,501,57,11,1
"01JAN2015","31DEC2015","PSA 501",2015,501,56,13,1
"01JAN2016","31DEC2016","PSA 501",2016,501,55,16,1
"01JAN2017","31DEC2017","PSA 501",2017,501,47,8.1,1
"01JAN2018","31DEC2018","PSA 501",2018,501,58,8.0,1
"01JAN2000","31DEC2000","PSA 502",2000,502,45,17,1
"01JAN2001","31DEC2001","PSA 502",2001,502,47,20,1
"01JAN2002","31DEC2002","PSA 502",2002,502,51,15,1
"01JAN2003","31DEC2003","PSA 502",2003,502,55,16,1
"01JAN2004","31DEC2004","PSA 502",2004,502,54,16,1
"01JAN2005","31DEC2005","PSA 502",2005,502,46,19,1
"01JAN2006","31DEC2006","PSA 502",2006,502,34,20,1
"01JAN2007","31DEC2007","PSA 502",2007,502,53,14,1
"01JAN2008","31DEC2008","PSA 502",2008,502,41,14,1
"01JAN2009","31DEC2009","PSA 502",2009,502,36,16,1
"01JAN2010","31DEC2010","PSA 502",2010,502,39,14,1
"01JAN2011","31DEC2011","PSA 502",2011,502,42,16,1
"01JAN2012","31DEC2012","PSA 502",2012,502,45,13,1
"01JAN2013","31DEC2013","PSA 502",2013,502,39,11,1
"01JAN2014","31DEC2014","PSA 502",2014,502,58,13,1
"01JAN2015","31DEC2015","PSA 502",2015,502,47,11,1
"01JAN2016","31DEC2016","PSA 502",2016,502,40,12,1
"01JAN2017","31DEC2017","PSA 502",2017,502,38,7.8,1
"01JAN2018","31DEC2018","PSA 502",2018,502,48,8.4,1
"01JAN2000","31DEC2000","PSA 503",2000,503,57,12,1
"01JAN2001","31DEC2001","PSA 503",2001,503,67,13,1
"01JAN2002","31DEC2002","PSA 503",2002,503,57,12,1
"01JAN2003","31DEC2003","PSA 503",2003,503,59,14,1
"01JAN2004","31DEC2004","PSA 503",2004,503,55,11,1
"01JAN2005","31DEC2005","PSA 503",2005,503,50,13,1
"01JAN2006","31DEC2006","PSA 503",2006,503,40,11,1
"01JAN2007","31DEC2007","PSA 503",2007,503,48,12,1
"01JAN2008","31DEC2008","PSA 503",2008,503,49,8.4,1
"01JAN2009","31DEC2009","PSA 503",2009,503,48,9.4,1
"01JAN2010","31DEC2010","PSA 503",2010,503,52,8.3,1
"01JAN2011","31DEC2011","PSA 503",2011,503,53,8.8,1
"01JAN2012","31DEC2012","PSA 503",2012,503,56,11,1
"01JAN2013","31DEC2013","PSA 503",2013,503,63,7.9,1
"01JAN2014","31DEC2014","PSA 503",2014,503,66,7.8,1
"01JAN2015","31DEC2015","PSA 503",2015,503,67,8.5,1
"01JAN2016","31DEC2016","PSA 503",2016,503,53,9.2,1
"01JAN2017","31DEC2017","PSA 503",2017,503,70,7.5,1
"01JAN2018","31DEC2018","PSA 503",2018,503,70,6.8,1
"01JAN2000","31DEC2000","PSA 504",2000,504,69,18,1
"01JAN2001","31DEC2001","PSA 504",2001,504,74,17,1
"01JAN2002","31DEC2002","PSA 504",2002,504,62,19,1
"01JAN2003","31DEC2003","PSA 504",2003,504,66,19,1
"01JAN2004","31DEC2004","PSA 504",2004,504,60,18,1
"01JAN2005","31DEC2005","PSA 504",2005,504,61,23,1
"01JAN2006","31DEC2006","PSA 504",2006,504,58,18,1
"01JAN2007","31DEC2007","PSA 504",2007,504,53,20,1
"01JAN2008","31DEC2008","PSA 504",2008,504,54,20,1
"01JAN2009","31DEC2009","PSA 504",2009,504,56,16,1
"01JAN2010","31DEC2010","PSA 504",2010,504,64,14,1
"01JAN2011","31DEC2011","PSA 504",2011,504,53,13,1
"01JAN2012","31DEC2012","PSA 504",2012,504,74,15,1
"01JAN2013","31DEC2013","PSA 504",2013,504,79,15,1
"01JAN2014","31DEC2014","PSA 504",2014,504,97,12,1
"01JAN2015","31DEC2015","PSA 504",2015,504,88,16,1
"01JAN2016","31DEC2016","PSA 504",2016,504,92,14,1
"01JAN2017","31DEC2017","PSA 504",2017,504,79,9.7,1
"01JAN2018","31DEC2018","PSA 504",2018,504,91,6.6,1
"01JAN2000","31DEC2000","PSA 505",2000,505,88,31,1
"01JAN2001","31DEC2001","PSA 505",2001,505,90,30,1
"01JAN2002","31DEC2002","PSA 505",2002,505,92,26,1
"01JAN2003","31DEC2003","PSA 505",2003,505,128,37,1
"01JAN2004","31DEC2004","PSA 505",2004,505,141,32,1
"01JAN2005","31DEC2005","PSA 505",2005,505,117,36,1
"01JAN2006","31DEC2006","PSA 505",2006,505,99,33,1
"01JAN2007","31DEC2007","PSA 505",2007,505,113,30,1
"01JAN2008","31DEC2008","PSA 505",2008,505,92,28,1
"01JAN2009","31DEC2009","PSA 505",2009,505,81,20,1
"01JAN2010","31DEC2010","PSA 505",2010,505,59,22,1
"01JAN2011","31DEC2011","PSA 505",2011,505,101,27,1
"01JAN2012","31DEC2012","PSA 505",2012,505,88,27,1
"01JAN2013","31DEC2013","PSA 505",2013,505,99,24,1
"01JAN2014","31DEC2014","PSA 505",2014,505,111,27,1
"01JAN2015","31DEC2015","PSA 505",2015,505,111,26,1
"01JAN2016","31DEC2016","PSA 505",2016,505,99,26,1
"01JAN2017","31DEC2017","PSA 505",2017,505,103,19,1
"01JAN2018","31DEC2018","PSA 505",2018,505,125,18,1
"01JAN2000","31DEC2000","PSA 506",2000,506,61,32,1
"01JAN2001","31DEC2001","PSA 506",2001,506,60,32,1
"01JAN2002","31DEC2002","PSA 506",2002,506,60,30,1
"01JAN2003","31DEC2003","PSA 506",2003,506,57,34,1
"01JAN2004","31DEC2004","PSA 506",2004,506,65,27,1
"01JAN2005","31DEC2005","PSA 506",2005,506,57,32,1
"01JAN2006","31DEC2006","PSA 506",2006,506,61,23,1
"01JAN2007","31DEC2007","PSA 506",2007,506,73,30,1
"01JAN2008","31DEC2008","PSA 506",2008,506,64,29,1
"01JAN2009","31DEC2009","PSA 506",2009,506,62,24,1
"01JAN2010","31DEC2010","PSA 506",2010,506,59,25,1
"01JAN2011","31DEC2011","PSA 506",2011,506,58,24,1
"01JAN2012","31DEC2012","PSA 506",2012,506,83,27,1
"01JAN2013","31DEC2013","PSA 506",2013,506,80,22,1
"01JAN2014","31DEC2014","PSA 506",2014,506,89,22,1
"01JAN2015","31DEC2015","PSA 506",2015,506,84,25,1
"01JAN2016","31DEC2016","PSA 506",2016,506,87,26,1
"01JAN2017","31DEC2017","PSA 506",2017,506,98,20,1
"01JAN2018","31DEC2018","PSA 506",2018,506,114,15,1
"01JAN2000","31DEC2000","PSA 507",2000,507,38,27,1
"01JAN2001","31DEC2001","PSA 507",2001,507,46,24,1
"01JAN2002","31DEC2002","PSA 507",2002,507,47,25,1
"01JAN2003","31DEC2003","PSA 507",2003,507,58,29,1
"01JAN2004","31DEC2004","PSA 507",2004,507,55,23,1
"01JAN2005","31DEC2005","PSA 507",2005,507,49,27,1
"01JAN2006","31DEC2006","PSA 507",2006,507,48,27,1
"01JAN2007","31DEC2007","PSA 507",2007,507,44,25,1
"01JAN2008","31DEC2008","PSA 507",2008,507,39,21,1
"01JAN2009","31DEC2009","PSA 507",2009,507,47,20,1
"01JAN2010","31DEC2010","PSA 507",2010,507,39,18,1
"01JAN2011","31DEC2011","PSA 507",2011,507,41,16,1
"01JAN2012","31DEC2012","PSA 507",2012,507,45,18,1
"01JAN2013","31DEC2013","PSA 507",2013,507,54,18,1
"01JAN2014","31DEC2014","PSA 507",2014,507,56,19,1
"01JAN2015","31DEC2015","PSA 507",2015,507,50,20,1
"01JAN2016","31DEC2016","PSA 507",2016,507,42,18,1
"01JAN2017","31DEC2017","PSA 507",2017,507,48,12,1
"01JAN2018","31DEC2018","PSA 507",2018,507,42,14,1
"01JAN2000","31DEC2000","PSA 601",2000,601,35,9.8,1
"01JAN2001","31DEC2001","PSA 601",2001,601,38,16,1
"01JAN2002","31DEC2002","PSA 601",2002,601,38,15,1
"01JAN2003","31DEC2003","PSA 601",2003,601,67,16,1
"01JAN2004","31DEC2004","PSA 601",2004,601,46,13,1
"01JAN2005","31DEC2005","PSA 601",2005,601,38,20,1
"01JAN2006","31DEC2006","PSA 601",2006,601,25,12,1
"01JAN2007","31DEC2007","PSA 601",2007,601,44,13,1
"01JAN2008","31DEC2008","PSA 601",2008,601,43,16,1
"01JAN2009","31DEC2009","PSA 601",2009,601,42,15,1
"01JAN2010","31DEC2010","PSA 601",2010,601,38,11,1
"01JAN2011","31DEC2011","PSA 601",2011,601,28,12,1
"01JAN2012","31DEC2012","PSA 601",2012,601,35,11,1
"01JAN2013","31DEC2013","PSA 601",2013,601,31,16,1
"01JAN2014","31DEC2014","PSA 601",2014,601,36,19,1
"01JAN2015","31DEC2015","PSA 601",2015,601,31,9.6,1
"01JAN2016","31DEC2016","PSA 601",2016,601,26,14,1
"01JAN2017","31DEC2017","PSA 601",2017,601,28,9.2,1
"01JAN2018","31DEC2018","PSA 601",2018,601,32,11,1
"01JAN2000","31DEC2000","PSA 602",2000,602,56,27,1
"01JAN2001","31DEC2001","PSA 602",2001,602,73,26,1
"01JAN2002","31DEC2002","PSA 602",2002,602,59,24,1
"01JAN2003","31DEC2003","PSA 602",2003,602,83,25,1
"01JAN2004","31DEC2004","PSA 602",2004,602,59,21,1
"01JAN2005","31DEC2005","PSA 602",2005,602,46,25,1
"01JAN2006","31DEC2006","PSA 602",2006,602,58,16,1
"01JAN2007","31DEC2007","PSA 602",2007,602,57,20,1
"01JAN2008","31DEC2008","PSA 602",2008,602,61,24,1
"01JAN2009","31DEC2009","PSA 602",2009,602,55,28,1
"01JAN2010","31DEC2010","PSA 602",2010,602,56,25,1
"01JAN2011","31DEC2011","PSA 602",2011,602,57,25,1
"01JAN2012","31DEC2012","PSA 602",2012,602,53,26,1
"01JAN2013","31DEC2013","PSA 602",2013,602,60,33,1
"01JAN2014","31DEC2014","PSA 602",2014,602,77,33,1
"01JAN2015","31DEC2015","PSA 602",2015,602,64,27,1
"01JAN2016","31DEC2016","PSA 602",2016,602,56,22,1
"01JAN2017","31DEC2017","PSA 602",2017,602,59,20,1
"01JAN2018","31DEC2018","PSA 602",2018,602,63,18,1
"01JAN2000","31DEC2000","PSA 603",2000,603,52,22,1
"01JAN2001","31DEC2001","PSA 603",2001,603,50,22,1
"01JAN2002","31DEC2002","PSA 603",2002,603,60,21,1
"01JAN2003","31DEC2003","PSA 603",2003,603,58,22,1
"01JAN2004","31DEC2004","PSA 603",2004,603,49,21,1
"01JAN2005","31DEC2005","PSA 603",2005,603,39,17,1
"01JAN2006","31DEC2006","PSA 603",2006,603,32,15,1
"01JAN2007","31DEC2007","PSA 603",2007,603,35,18,1
"01JAN2008","31DEC2008","PSA 603",2008,603,51,17,1
"01JAN2009","31DEC2009","PSA 603",2009,603,39,17,1
"01JAN2010","31DEC2010","PSA 603",2010,603,40,20,1
"01JAN2011","31DEC2011","PSA 603",2011,603,38,19,1
"01JAN2012","31DEC2012","PSA 603",2012,603,51,22,1
"01JAN2013","31DEC2013","PSA 603",2013,603,54,24,1
"01JAN2014","31DEC2014","PSA 603",2014,603,62,28,1
"01JAN2015","31DEC2015","PSA 603",2015,603,59,23,1
"01JAN2016","31DEC2016","PSA 603",2016,603,58,19,1
"01JAN2017","31DEC2017","PSA 603",2017,603,55,17,1
"01JAN2018","31DEC2018","PSA 603",2018,603,54,15,1
"01JAN2000","31DEC2000","PSA 604",2000,604,40,21,1
"01JAN2001","31DEC2001","PSA 604",2001,604,41,22,1
"01JAN2002","31DEC2002","PSA 604",2002,604,50,21,1
"01JAN2003","31DEC2003","PSA 604",2003,604,54,18,1
"01JAN2004","31DEC2004","PSA 604",2004,604,39,16,1
"01JAN2005","31DEC2005","PSA 604",2005,604,30,18,1
"01JAN2006","31DEC2006","PSA 604",2006,604,30,17,1
"01JAN2007","31DEC2007","PSA 604",2007,604,39,15,1
"01JAN2008","31DEC2008","PSA 604",2008,604,43,17,1
"01JAN2009","31DEC2009","PSA 604",2009,604,31,19,1
"01JAN2010","31DEC2010","PSA 604",2010,604,34,19,1
"01JAN2011","31DEC2011","PSA 604",2011,604,35,16,1
"01JAN2012","31DEC2012","PSA 604",2012,604,37,14,1
"01JAN2013","31DEC2013","PSA 604",2013,604,39,21,1
"01JAN2014","31DEC2014","PSA 604",2014,604,47,19,1
"01JAN2015","31DEC2015","PSA 604",2015,604,39,17,1
"01JAN2016","31DEC2016","PSA 604",2016,604,38,14,1
"01JAN2017","31DEC2017","PSA 604",2017,604,36,11,1
"01JAN2018","31DEC2018","PSA 604",2018,604,38,13,1
"01JAN2000","31DEC2000","PSA 605",2000,605,37,12,1
"01JAN2001","31DEC2001","PSA 605",2001,605,45,13,1
"01JAN2002","31DEC2002","PSA 605",2002,605,54,12,1
"01JAN2003","31DEC2003","PSA 605",2003,605,70,12,1
"01JAN2004","31DEC2004","PSA 605",2004,605,46,12,1
"01JAN2005","31DEC2005","PSA 605",2005,605,34,9.8,1
"01JAN2006","31DEC2006","PSA 605",2006,605,27,11,1
"01JAN2007","31DEC2007","PSA 605",2007,605,41,11,1
"01JAN2008","31DEC2008","PSA 605",2008,605,42,12,1
"01JAN2009","31DEC2009","PSA 605",2009,605,40,9.8,1
