"start_date","end_date","anc2012","timeframe","anc2012_nf","Pct_births_low_wt","Pct_births_teen","indc"
"01JAN2004","31DEC2004","ANC 6B",2004,"6B",8.3,6.6,1
"01JAN2005","31DEC2005","ANC 6B",2005,"6B",10,7.1,1
"01JAN2006","31DEC2006","ANC 6B",2006,"6B",9.1,4.3,1
"01JAN2007","31DEC2007","ANC 6B",2007,"6B",9.4,7.2,1
"01JAN2008","31DEC2008","ANC 6B",2008,"6B",12,5.5,1
"01JAN2009","31DEC2009","ANC 6B",2009,"6B",6.7,5.5,1
"01JAN2010","31DEC2010","ANC 6B",2010,"6B",9.2,4.4,1
"01JAN2011","31DEC2011","ANC 6B",2011,"6B",9.7,5.9,1
"01JAN2012","31DEC2012","ANC 6B",2012,"6B",7.8,3.4,1
"01JAN2013","31DEC2013","ANC 6B",2013,"6B",9.1,2.3,1
"01JAN2014","31DEC2014","ANC 6B",2014,"6B",5.6,1.3,1
"01JAN2015","31DEC2015","ANC 6B",2015,"6B",9.4,2.7,1
"01JAN2016","31DEC2016","ANC 6B",2016,"6B",6.5,2.1,1
"01JAN2003","31DEC2003","ANC 6C",2003,"6C",8.5,11,1
"01JAN2004","31DEC2004","ANC 6C",2004,"6C",7.1,7.9,1
"01JAN2005","31DEC2005","ANC 6C",2005,"6C",8.9,4.1,1
"01JAN2006","31DEC2006","ANC 6C",2006,"6C",8.1,6.8,1
"01JAN2007","31DEC2007","ANC 6C",2007,"6C",10,7.6,1
"01JAN2008","31DEC2008","ANC 6C",2008,"6C",8.0,7.3,1
"01JAN2009","31DEC2009","ANC 6C",2009,"6C",7.6,3.5,1
"01JAN2010","31DEC2010","ANC 6C",2010,"6C",8.1,4.6,1
"01JAN2011","31DEC2011","ANC 6C",2011,"6C",10,1.6,1
"01JAN2012","31DEC2012","ANC 6C",2012,"6C",5.8,2.1,1
"01JAN2013","31DEC2013","ANC 6C",2013,"6C",7.3,1.6,1
"01JAN2014","31DEC2014","ANC 6C",2014,"6C",7.8,0.9,1
"01JAN2015","31DEC2015","ANC 6C",2015,"6C",7.5,1.5,1
"01JAN2016","31DEC2016","ANC 6C",2016,"6C",3.9,1.0,1
"01JAN2003","31DEC2003","ANC 6D",2003,"6D",9.4,13,1
"01JAN2004","31DEC2004","ANC 6D",2004,"6D",14,15,1
"01JAN2005","31DEC2005","ANC 6D",2005,"6D",14,14,1
"01JAN2006","31DEC2006","ANC 6D",2006,"6D",13,13,1
"01JAN2007","31DEC2007","ANC 6D",2007,"6D",16,13,1
"01JAN2008","31DEC2008","ANC 6D",2008,"6D",11,13,1
"01JAN2009","31DEC2009","ANC 6D",2009,"6D",7.3,11,1
"01JAN2010","31DEC2010","ANC 6D",2010,"6D",12,11,1
"01JAN2011","31DEC2011","ANC 6D",2011,"6D",7.7,11,1
"01JAN2012","31DEC2012","ANC 6D",2012,"6D",5.1,7.6,1
"01JAN2013","31DEC2013","ANC 6D",2013,"6D",8.8,5.9,1
"01JAN2014","31DEC2014","ANC 6D",2014,"6D",11,4.9,1
"01JAN2015","31DEC2015","ANC 6D",2015,"6D",11,2.9,1
"01JAN2016","31DEC2016","ANC 6D",2016,"6D",9.8,5.4,1
"01JAN2003","31DEC2003","ANC 6E",2003,"6E",12,13,1
"01JAN2004","31DEC2004","ANC 6E",2004,"6E",15,11,1
"01JAN2005","31DEC2005","ANC 6E",2005,"6E",13,14,1
"01JAN2006","31DEC2006","ANC 6E",2006,"6E",13,14,1
"01JAN2007","31DEC2007","ANC 6E",2007,"6E",14,11,1
"01JAN2008","31DEC2008","ANC 6E",2008,"6E",11,12,1
"01JAN2009","31DEC2009","ANC 6E",2009,"6E",8.5,16,1
"01JAN2010","31DEC2010","ANC 6E",2010,"6E",9.4,12,1
"01JAN2011","31DEC2011","ANC 6E",2011,"6E",8.7,8.7,1
"01JAN2012","31DEC2012","ANC 6E",2012,"6E",11,11,1
"01JAN2013","31DEC2013","ANC 6E",2013,"6E",8.8,6.6,1
"01JAN2014","31DEC2014","ANC 6E",2014,"6E",12,6.2,1
"01JAN2015","31DEC2015","ANC 6E",2015,"6E",10,3.6,1
"01JAN2016","31DEC2016","ANC 6E",2016,"6E",9.5,4.7,1
"01JAN2003","31DEC2003","ANC 7B",2003,"7B",14,15,1
"01JAN2004","31DEC2004","ANC 7B",2004,"7B",11,13,1
"01JAN2005","31DEC2005","ANC 7B",2005,"7B",10,9.3,1
"01JAN2006","31DEC2006","ANC 7B",2006,"7B",13,10,1
"01JAN2007","31DEC2007","ANC 7B",2007,"7B",13,16,1
"01JAN2008","31DEC2008","ANC 7B",2008,"7B",14,17,1
"01JAN2009","31DEC2009","ANC 7B",2009,"7B",15,15,1
"01JAN2010","31DEC2010","ANC 7B",2010,"7B",11,17,1
"01JAN2011","31DEC2011","ANC 7B",2011,"7B",16,15,1
"01JAN2012","31DEC2012","ANC 7B",2012,"7B",14,16,1
"01JAN2013","31DEC2013","ANC 7B",2013,"7B",14,5.9,1
"01JAN2014","31DEC2014","ANC 7B",2014,"7B",13,11,1
"01JAN2015","31DEC2015","ANC 7B",2015,"7B",12,8.7,1
"01JAN2016","31DEC2016","ANC 7B",2016,"7B",9.4,6.4,1
"01JAN2003","31DEC2003","ANC 7C",2003,"7C",17,19,1
"01JAN2004","31DEC2004","ANC 7C",2004,"7C",18,17,1
"01JAN2005","31DEC2005","ANC 7C",2005,"7C",14,18,1
"01JAN2006","31DEC2006","ANC 7C",2006,"7C",13,22,1
"01JAN2007","31DEC2007","ANC 7C",2007,"7C",15,22,1
"01JAN2008","31DEC2008","ANC 7C",2008,"7C",13,19,1
"01JAN2009","31DEC2009","ANC 7C",2009,"7C",13,31,1
"01JAN2010","31DEC2010","ANC 7C",2010,"7C",13,20,1
"01JAN2011","31DEC2011","ANC 7C",2011,"7C",14,22,1
"01JAN2012","31DEC2012","ANC 7C",2012,"7C",16,17,1
"01JAN2013","31DEC2013","ANC 7C",2013,"7C",14,16,1
"01JAN2014","31DEC2014","ANC 7C",2014,"7C",13,17,1
"01JAN2015","31DEC2015","ANC 7C",2015,"7C",13,15,1
"01JAN2016","31DEC2016","ANC 7C",2016,"7C",14,11,1
"01JAN2003","31DEC2003","ANC 7D",2003,"7D",11,18,1
"01JAN2004","31DEC2004","ANC 7D",2004,"7D",12,20,1
"01JAN2005","31DEC2005","ANC 7D",2005,"7D",13,19,1
"01JAN2006","31DEC2006","ANC 7D",2006,"7D",12,24,1
"01JAN2007","31DEC2007","ANC 7D",2007,"7D",11,19,1
"01JAN2008","31DEC2008","ANC 7D",2008,"7D",15,19,1
"01JAN2009","31DEC2009","ANC 7D",2009,"7D",17,26,1
"01JAN2010","31DEC2010","ANC 7D",2010,"7D",9.3,23,1
"01JAN2011","31DEC2011","ANC 7D",2011,"7D",12,18,1
"01JAN2012","31DEC2012","ANC 7D",2012,"7D",13,15,1
"01JAN2013","31DEC2013","ANC 7D",2013,"7D",14,14,1
"01JAN2014","31DEC2014","ANC 7D",2014,"7D",13,12,1
"01JAN2015","31DEC2015","ANC 7D",2015,"7D",11,7.1,1
"01JAN2016","31DEC2016","ANC 7D",2016,"7D",15,8.1,1
"01JAN2003","31DEC2003","ANC 7E",2003,"7E",17,22,1
"01JAN2004","31DEC2004","ANC 7E",2004,"7E",14,20,1
"01JAN2005","31DEC2005","ANC 7E",2005,"7E",14,20,1
"01JAN2006","31DEC2006","ANC 7E",2006,"7E",15,21,1
"01JAN2007","31DEC2007","ANC 7E",2007,"7E",15,19,1
"01JAN2008","31DEC2008","ANC 7E",2008,"7E",17,18,1
"01JAN2009","31DEC2009","ANC 7E",2009,"7E",15,20,1
"01JAN2010","31DEC2010","ANC 7E",2010,"7E",15,19,1
"01JAN2011","31DEC2011","ANC 7E",2011,"7E",15,16,1
"01JAN2012","31DEC2012","ANC 7E",2012,"7E",11,15,1
"01JAN2013","31DEC2013","ANC 7E",2013,"7E",14,11,1
"01JAN2014","31DEC2014","ANC 7E",2014,"7E",12,11,1
"01JAN2015","31DEC2015","ANC 7E",2015,"7E",17,11,1
"01JAN2016","31DEC2016","ANC 7E",2016,"7E",12,7.3,1
"01JAN2003","31DEC2003","ANC 7F",2003,"7F",16,20,1
"01JAN2004","31DEC2004","ANC 7F",2004,"7F",16,21,1
"01JAN2005","31DEC2005","ANC 7F",2005,"7F",19,20,1
"01JAN2006","31DEC2006","ANC 7F",2006,"7F",13,20,1
"01JAN2007","31DEC2007","ANC 7F",2007,"7F",14,17,1
"01JAN2008","31DEC2008","ANC 7F",2008,"7F",11,18,1
"01JAN2009","31DEC2009","ANC 7F",2009,"7F",12,20,1
"01JAN2010","31DEC2010","ANC 7F",2010,"7F",13,14,1
"01JAN2011","31DEC2011","ANC 7F",2011,"7F",16,21,1
"01JAN2012","31DEC2012","ANC 7F",2012,"7F",17,21,1
"01JAN2013","31DEC2013","ANC 7F",2013,"7F",12,12,1
"01JAN2014","31DEC2014","ANC 7F",2014,"7F",17,7.3,1
"01JAN2015","31DEC2015","ANC 7F",2015,"7F",11,11,1
"01JAN2016","31DEC2016","ANC 7F",2016,"7F",16,5.5,1
"01JAN2003","31DEC2003","ANC 8A",2003,"8A",13,19,1
"01JAN2004","31DEC2004","ANC 8A",2004,"8A",17,19,1
"01JAN2005","31DEC2005","ANC 8A",2005,"8A",11,21,1
"01JAN2006","31DEC2006","ANC 8A",2006,"8A",15,17,1
"01JAN2007","31DEC2007","ANC 8A",2007,"8A",13,24,1
"01JAN2008","31DEC2008","ANC 8A",2008,"8A",16,19,1
"01JAN2009","31DEC2009","ANC 8A",2009,"8A",14,23,1
"01JAN2010","31DEC2010","ANC 8A",2010,"8A",16,19,1
"01JAN2011","31DEC2011","ANC 8A",2011,"8A",16,19,1
"01JAN2012","31DEC2012","ANC 8A",2012,"8A",14,17,1
"01JAN2013","31DEC2013","ANC 8A",2013,"8A",12,15,1
"01JAN2014","31DEC2014","ANC 8A",2014,"8A",16,12,1
"01JAN2015","31DEC2015","ANC 8A",2015,"8A",11,9.1,1
"01JAN2016","31DEC2016","ANC 8A",2016,"8A",17,8.4,1
"01JAN2003","31DEC2003","ANC 8B",2003,"8B",16,17,1
"01JAN2004","31DEC2004","ANC 8B",2004,"8B",16,17,1
"01JAN2005","31DEC2005","ANC 8B",2005,"8B",13,14,1
"01JAN2006","31DEC2006","ANC 8B",2006,"8B",22,19,1
"01JAN2007","31DEC2007","ANC 8B",2007,"8B",13,17,1
"01JAN2008","31DEC2008","ANC 8B",2008,"8B",15,20,1
"01JAN2009","31DEC2009","ANC 8B",2009,"8B",13,17,1
"01JAN2010","31DEC2010","ANC 8B",2010,"8B",13,17,1
"01JAN2011","31DEC2011","ANC 8B",2011,"8B",17,19,1
"01JAN2012","31DEC2012","ANC 8B",2012,"8B",11,17,1
"01JAN2013","31DEC2013","ANC 8B",2013,"8B",11,15,1
"01JAN2014","31DEC2014","ANC 8B",2014,"8B",14,11,1
"01JAN2015","31DEC2015","ANC 8B",2015,"8B",14,9.6,1
"01JAN2016","31DEC2016","ANC 8B",2016,"8B",13,8.8,1
"01JAN2003","31DEC2003","ANC 8C",2003,"8C",15,20,1
"01JAN2004","31DEC2004","ANC 8C",2004,"8C",12,18,1
"01JAN2005","31DEC2005","ANC 8C",2005,"8C",13,24,1
"01JAN2006","31DEC2006","ANC 8C",2006,"8C",13,20,1
"01JAN2007","31DEC2007","ANC 8C",2007,"8C",15,20,1
"01JAN2008","31DEC2008","ANC 8C",2008,"8C",12,21,1
"01JAN2009","31DEC2009","ANC 8C",2009,"8C",14,21,1
"01JAN2010","31DEC2010","ANC 8C",2010,"8C",14,19,1
"01JAN2011","31DEC2011","ANC 8C",2011,"8C",13,17,1
"01JAN2012","31DEC2012","ANC 8C",2012,"8C",11,15,1
"01JAN2013","31DEC2013","ANC 8C",2013,"8C",10,16,1
"01JAN2014","31DEC2014","ANC 8C",2014,"8C",11,9.9,1
"01JAN2015","31DEC2015","ANC 8C",2015,"8C",11,7.7,1
"01JAN2016","31DEC2016","ANC 8C",2016,"8C",12,11,1
"01JAN2003","31DEC2003","ANC 8D",2003,"8D",10,15,1
"01JAN2004","31DEC2004","ANC 8D",2004,"8D",12,10,1
"01JAN2005","31DEC2005","ANC 8D",2005,"8D",12,14,1
"01JAN2006","31DEC2006","ANC 8D",2006,"8D",13,11,1
"01JAN2007","31DEC2007","ANC 8D",2007,"8D",13,13,1
"01JAN2008","31DEC2008","ANC 8D",2008,"8D",17,15,1
"01JAN2009","31DEC2009","ANC 8D",2009,"8D",13,16,1
"01JAN2010","31DEC2010","ANC 8D",2010,"8D",11,16,1
"01JAN2011","31DEC2011","ANC 8D",2011,"8D",11,14,1
"01JAN2012","31DEC2012","ANC 8D",2012,"8D",12,14,1
"01JAN2013","31DEC2013","ANC 8D",2013,"8D",11,12,1
"01JAN2014","31DEC2014","ANC 8D",2014,"8D",15,7.6,1
"01JAN2015","31DEC2015","ANC 8D",2015,"8D",15,8.9,1
"01JAN2016","31DEC2016","ANC 8D",2016,"8D",11,9.0,1
"01JAN2003","31DEC2003","ANC 8E",2003,"8E",17,21,1
"01JAN2004","31DEC2004","ANC 8E",2004,"8E",14,19,1
"01JAN2005","31DEC2005","ANC 8E",2005,"8E",13,17,1
"01JAN2006","31DEC2006","ANC 8E",2006,"8E",14,22,1
"01JAN2007","31DEC2007","ANC 8E",2007,"8E",15,23,1
"01JAN2008","31DEC2008","ANC 8E",2008,"8E",10,24,1
"01JAN2009","31DEC2009","ANC 8E",2009,"8E",15,23,1
"01JAN2010","31DEC2010","ANC 8E",2010,"8E",13,22,1
"01JAN2011","31DEC2011","ANC 8E",2011,"8E",9.2,22,1
"01JAN2012","31DEC2012","ANC 8E",2012,"8E",10,18,1
"01JAN2013","31DEC2013","ANC 8E",2013,"8E",13,12,1
"01JAN2014","31DEC2014","ANC 8E",2014,"8E",11,14,1
"01JAN2015","31DEC2015","ANC 8E",2015,"8E",21,9.6,1
"01JAN2016","31DEC2016","ANC 8E",2016,"8E",16,12,1

