"timeframe","Cluster_tr2000","cluster_tr2000_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2002,"Cluster 2",02,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",3373.23,5968.48
2003,"Cluster 2",02,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",3198.20,6055.72
2004,"Cluster 2",02,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",3171.54,6052.65
2005,"Cluster 2",02,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",3057.71,6261.79
2006,"Cluster 2",02,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",2640.18,5953.30
2007,"Cluster 2",02,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",2466.38,5739.89
2008,"Cluster 2",02,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",2393.54,5686.16
2009,"Cluster 2",02,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",2557.07,6679.68
2010,"Cluster 2",02,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",2723.26,8074.98
2011,"Cluster 2",02,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",2664.30,9179.65
2012,"Cluster 2",02,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",2578.42,9400.32
2013,"Cluster 2",02,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",2435.16,9639.55
2014,"Cluster 2",02,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",2182.29,8943.90
2015,"Cluster 2",02,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1976.29,8896.19
2000,"Cluster 3",03,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",660.71,1283.10
2001,"Cluster 3",03,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",570.84,1162.62
2002,"Cluster 3",03,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",546.27,1141.02
2003,"Cluster 3",03,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",534.30,1139.28
2004,"Cluster 3",03,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",578.96,1152.85
2005,"Cluster 3",03,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",529.29,1101.71
2006,"Cluster 3",03,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",396.32,1011.20
2007,"Cluster 3",03,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",402.62,970.11
2008,"Cluster 3",03,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",372.96,951.34
2009,"Cluster 3",03,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",346.43,1057.32
2010,"Cluster 3",03,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",347.74,1254.02
2011,"Cluster 3",03,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",296.20,1351.85
2012,"Cluster 3",03,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",290.58,1382.68
2013,"Cluster 3",03,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",307.34,1340.95
2014,"Cluster 3",03,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",292.71,1227.60
2015,"Cluster 3",03,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",241.71,1189.81
2000,"Cluster 4",04,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",10.00,24.00
2001,"Cluster 4",04,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",10.50,28.50
2002,"Cluster 4",04,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",11.00,31.00
2003,"Cluster 4",04,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",8.50,27.00
2004,"Cluster 4",04,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",11.50,26.00
2005,"Cluster 4",04,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",11.50,35.50
2006,"Cluster 4",04,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",3.00,29.50
2007,"Cluster 4",04,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",7.50,44.50
2008,"Cluster 4",04,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",7.50,39.50
2009,"Cluster 4",04,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",12.00,59.00
2010,"Cluster 4",04,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",12.50,67.50
2011,"Cluster 4",04,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",14.00,87.00
2012,"Cluster 4",04,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",9.50,99.50
2013,"Cluster 4",04,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",7.00,82.50
2014,"Cluster 4",04,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",6.50,95.50
2015,"Cluster 4",04,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",6.00,90.00
2000,"Cluster 5",05,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",3.00,62.26
2001,"Cluster 5",05,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",1.00,49.20
2002,"Cluster 5",05,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",0.63,42.28
2003,"Cluster 5",05,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",0.63,30.02
2004,"Cluster 5",05,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",9.94,37.62
2005,"Cluster 5",05,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2.00,36.25
2006,"Cluster 5",05,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",7.76,47.15
2007,"Cluster 5",05,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",25.00,77.49
2008,"Cluster 5",05,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",31.00,84.81
2009,"Cluster 5",05,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",18.50,73.46
2010,"Cluster 5",05,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",26.57,94.46
2011,"Cluster 5",05,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",33.44,107.69
2012,"Cluster 5",05,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",29.92,109.65
2013,"Cluster 5",05,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",24.29,118.63
2014,"Cluster 5",05,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",11.94,98.61
2015,"Cluster 5",05,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",17.63,146.58
2000,"Cluster 6",06,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",78.00,218.74
2001,"Cluster 6",06,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",86.00,205.80
2002,"Cluster 6",06,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",104.37,224.72
2003,"Cluster 6",06,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",95.87,235.48
2004,"Cluster 6",06,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",86.06,215.38
2005,"Cluster 6",06,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",75.00,201.75
2006,"Cluster 6",06,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",75.24,212.35
2007,"Cluster 6",06,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",73.00,225.51
2008,"Cluster 6",06,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",61.00,186.19
2009,"Cluster 6",06,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",72.50,211.54
2010,"Cluster 6",06,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",72.93,242.54
2011,"Cluster 6",06,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",48.06,227.31
2012,"Cluster 6",06,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",36.08,251.35
2013,"Cluster 6",06,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",38.21,241.87
2014,"Cluster 6",06,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",20.56,219.89
2015,"Cluster 6",06,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",17.87,194.42
2000,"Cluster 7",07,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",975.00,2266.00
2001,"Cluster 7",07,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",1026.50,2251.00
2002,"Cluster 7",07,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",1081.50,2351.00
2003,"Cluster 7",07,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",1106.50,2448.00
2004,"Cluster 7",07,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",1104.50,2464.50
2005,"Cluster 7",07,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1056.50,2562.00
2006,"Cluster 7",07,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",922.00,2562.50
2007,"Cluster 7",07,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",869.50,2496.00
2008,"Cluster 7",07,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",749.00,2409.00
2009,"Cluster 7",07,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",769.50,2601.50
2010,"Cluster 7",07,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",782.50,2976.00
2011,"Cluster 7",07,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",767.00,3330.00
2012,"Cluster 7",07,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",757.50,3450.00
2013,"Cluster 7",07,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",719.50,3540.00
2014,"Cluster 7",07,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",627.00,3279.00
2015,"Cluster 7",07,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",582.00,3230.50
2000,"Cluster 8",08,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",1070.00,3007.00
2001,"Cluster 8",08,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",1156.00,2813.50
2002,"Cluster 8",08,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",1233.00,2982.50
2003,"Cluster 8",08,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",1348.50,3516.50
2004,"Cluster 8",08,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",1386.50,3615.00
2005,"Cluster 8",08,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1419.00,3674.00
2006,"Cluster 8",08,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",1269.50,3570.50
2007,"Cluster 8",08,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1172.00,3211.50
2008,"Cluster 8",08,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",935.00,2891.50
2009,"Cluster 8",08,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",766.00,2759.50
2010,"Cluster 8",08,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",774.00,2958.00
2011,"Cluster 8",08,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",807.00,3241.50
2012,"Cluster 8",08,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",819.50,3351.50
2013,"Cluster 8",08,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",785.50,3353.50
2014,"Cluster 8",08,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",769.50,3096.00
2015,"Cluster 8",08,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",676.50,3022.50
2000,"Cluster 9",09,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",963.00,1683.00
2001,"Cluster 9",09,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",935.50,1635.50
2002,"Cluster 9",09,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",893.00,1683.00
2003,"Cluster 9",09,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",951.50,1845.50
2004,"Cluster 9",09,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",1049.00,2048.00
2005,"Cluster 9",09,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1017.50,2016.50
2006,"Cluster 9",09,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",963.00,1954.50
2007,"Cluster 9",09,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",887.00,1843.50
2008,"Cluster 9",09,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",906.50,1990.50
2009,"Cluster 9",09,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",948.50,2142.50
2010,"Cluster 9",09,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",1001.00,2417.50
2011,"Cluster 9",09,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",980.50,2576.00
2012,"Cluster 9",09,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",964.50,2664.50
2013,"Cluster 9",09,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",956.50,2636.00
2014,"Cluster 9",09,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",906.50,2557.50
2015,"Cluster 9",09,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",806.50,2504.00
2000,"Cluster 10",10,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2.00,39.00
2001,"Cluster 10",10,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",4.00,34.50
2002,"Cluster 10",10,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2.00,29.50
2003,"Cluster 10",10,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",2.00,35.50
2004,"Cluster 10",10,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",5.00,45.00
2005,"Cluster 10",10,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",6.00,41.50
2006,"Cluster 10",10,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",6.50,45.50
2007,"Cluster 10",10,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",6.00,36.00
2008,"Cluster 10",10,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",3.00,37.50
2009,"Cluster 10",10,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",2.50,46.00
2010,"Cluster 10",10,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",8.00,73.00
2011,"Cluster 10",10,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",7.50,82.50
2012,"Cluster 10",10,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",8.00,102.50
2013,"Cluster 10",10,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",8.00,121.00
2014,"Cluster 10",10,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",8.00,106.50
2015,"Cluster 10",10,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",9.50,126.00
2000,"Cluster 11",11,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",4.00,44.00
2001,"Cluster 11",11,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",0.00,38.00
2002,"Cluster 11",11,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",8.00,42.50
2003,"Cluster 11",11,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",3.00,38.00
2004,"Cluster 11",11,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",0.00,44.00
2005,"Cluster 11",11,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2.00,55.00
2006,"Cluster 11",11,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",6.00,68.50
2007,"Cluster 11",11,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",3.50,67.50
2008,"Cluster 11",11,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",8.00,65.00
2009,"Cluster 11",11,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",8.00,81.00
2010,"Cluster 11",11,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",7.00,102.00
2011,"Cluster 11",11,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",14.50,120.00
2012,"Cluster 11",11,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",12.00,116.50
2013,"Cluster 11",11,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",9.50,133.00
2014,"Cluster 11",11,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",12.00,131.50
2015,"Cluster 11",11,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",8.00,164.50
2000,"Cluster 12",12,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2.13,29.01
2001,"Cluster 12",12,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",8.13,31.76
2002,"Cluster 12",12,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",10.25,37.76
2003,"Cluster 12",12,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",5.26,36.20
2004,"Cluster 12",12,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",5.51,41.02
2005,"Cluster 12",12,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",3.51,35.46
2006,"Cluster 12",12,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",6.00,49.77
2007,"Cluster 12",12,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",13.00,48.70
2008,"Cluster 12",12,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",8.50,46.58
2009,"Cluster 12",12,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",10.50,67.34
2010,"Cluster 12",12,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",12.25,79.35
2011,"Cluster 12",12,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",16.25,97.78
2012,"Cluster 12",12,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",17.75,104.28
2013,"Cluster 12",12,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",14.75,110.66
2014,"Cluster 12",12,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",13.75,109.98
2015,"Cluster 12",12,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",11.50,120.80
2000,"Cluster 13",13,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",11.00,21.00
2001,"Cluster 13",13,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",6.00,18.50
2002,"Cluster 13",13,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",5.50,16.00
2003,"Cluster 13",13,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",3.00,20.50
2004,"Cluster 13",13,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",5.00,23.50
2005,"Cluster 13",13,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",8.50,26.00
2006,"Cluster 13",13,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",0.00,16.50
2007,"Cluster 13",13,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",0.00,15.50
2008,"Cluster 13",13,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",0.00,16.50
2009,"Cluster 13",13,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",0.00,23.00
2010,"Cluster 13",13,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",2.00,25.00
2011,"Cluster 13",13,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",10.00,51.50
2012,"Cluster 13",13,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",16.50,91.00
2013,"Cluster 13",13,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",18.00,93.50
2014,"Cluster 13",13,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",8.50,89.00
2015,"Cluster 13",13,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",7.00,95.00
2000,"Cluster 14",14,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",15.00,51.00
2001,"Cluster 14",14,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",14.00,37.50
2002,"Cluster 14",14,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",11.50,40.50
2003,"Cluster 14",14,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",11.50,39.50
2004,"Cluster 14",14,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",18.00,53.00
2005,"Cluster 14",14,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",6.00,44.00
2006,"Cluster 14",14,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",11.50,48.50
2007,"Cluster 14",14,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",12.00,40.00
2008,"Cluster 14",14,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",11.50,44.50
2009,"Cluster 14",14,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",13.50,76.00
2010,"Cluster 14",14,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",8.00,93.50
2011,"Cluster 14",14,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",9.00,108.50
2012,"Cluster 14",14,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",10.50,127.50
2013,"Cluster 14",14,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",12.50,133.50
2014,"Cluster 14",14,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",6.00,131.00
2015,"Cluster 14",14,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",8.00,142.00
2000,"Cluster 15",15,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",5.87,40.99
2001,"Cluster 15",15,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",8.87,36.24
2002,"Cluster 15",15,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",10.75,39.24
2003,"Cluster 15",15,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",13.24,34.80
2004,"Cluster 15",15,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",8.49,43.48
2005,"Cluster 15",15,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",7.49,45.54
2006,"Cluster 15",15,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",8.00,43.23
2007,"Cluster 15",15,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",5.00,42.30
2008,"Cluster 15",15,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",2.00,34.92
2009,"Cluster 15",15,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",3.00,38.16
2010,"Cluster 15",15,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",7.25,48.65
2011,"Cluster 15",15,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",5.75,60.22
2012,"Cluster 15",15,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",4.75,58.72
2013,"Cluster 15",15,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",8.75,71.84
2014,"Cluster 15",15,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",8.75,77.02
2015,"Cluster 15",15,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",3.00,81.20
2000,"Cluster 16",16,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",29.00,63.00
2001,"Cluster 16",16,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",27.00,58.00
2002,"Cluster 16",16,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",31.00,63.50
2003,"Cluster 16",16,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",33.50,72.50
2004,"Cluster 16",16,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",36.00,78.00
2005,"Cluster 16",16,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",53.50,94.00
2006,"Cluster 16",16,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",33.00,93.00
2007,"Cluster 16",16,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",36.50,102.00
2008,"Cluster 16",16,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",36.50,103.00
2009,"Cluster 16",16,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",42.00,154.00
2010,"Cluster 16",16,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",44.00,180.50
2011,"Cluster 16",16,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",56.00,203.50
2012,"Cluster 16",16,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",50.50,209.00
2013,"Cluster 16",16,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",56.00,203.00
2014,"Cluster 16",16,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",64.50,198.00
2015,"Cluster 16",16,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",59.50,216.00
2000,"Cluster 17",17,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",652.00,1270.00
2001,"Cluster 17",17,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",646.00,1228.00
2002,"Cluster 17",17,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",645.50,1176.00
2003,"Cluster 17",17,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",655.50,1335.00
2004,"Cluster 17",17,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",695.50,1527.50
2005,"Cluster 17",17,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",691.00,1625.50
2006,"Cluster 17",17,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",736.50,1765.50
2007,"Cluster 17",17,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",696.00,1771.50
2008,"Cluster 17",17,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",746.00,1932.00
2009,"Cluster 17",17,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",838.00,2448.00
2010,"Cluster 17",17,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",946.50,3091.50
2011,"Cluster 17",17,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",1024.50,3801.00
2012,"Cluster 17",17,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",1131.00,4229.50
2013,"Cluster 17",17,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",1031.50,4252.00
2014,"Cluster 17",17,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",1014.50,4042.00
2015,"Cluster 17",17,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1008.00,4179.00
