"timeframe","psa2012","psa2012_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2007,"PSA 201",201,"01JAN2007","31DEC2007","X","X",623,0.0,623,0.0,1.0,1.0
2008,"PSA 201",201,"01JAN2008","31DEC2008","X","X",610,0.0,610,0.0,1.0,1.0
2009,"PSA 201",201,"01JAN2009","31DEC2009","X","X",634,0.0,634,0.0,1.0,1.0
2010,"PSA 201",201,"01JAN2010","31DEC2010","X","X",682,0.0,682,0.0,1.0,1.0
2011,"PSA 201",201,"01JAN2011","31DEC2011","X","X",707,0.0,707,0.0,1.0,1.0
2012,"PSA 201",201,"01JAN2012","31DEC2012","X","X",689,0.0,689,0.0,1.0,1.0
2013,"PSA 201",201,"01JAN2013","31DEC2013","X","X",689,0.0,689,0.0,1.0,1.0
2014,"PSA 201",201,"01JAN2014","31DEC2014","X","X",697,0.0,697,0.0,1.0,1.0
2001,"PSA 202",202,"01JAN2001","31DEC2001","X","X",3008,0.0,3008,0.0,4.0,4.0
2002,"PSA 202",202,"01JAN2002","31DEC2002","X","X",2889,0.0,2889,0.0,4.0,4.0
2003,"PSA 202",202,"01JAN2003","31DEC2003","X","X",2875,0.0,2875,0.0,4.0,4.0
2004,"PSA 202",202,"01JAN2004","31DEC2004","X","X",2740,0.0,2740,0.0,3.0,3.0
2005,"PSA 202",202,"01JAN2005","31DEC2005","X","X",2738,0.0,2738,0.0,3.0,3.0
2006,"PSA 202",202,"01JAN2006","31DEC2006","X","X",2656,0.0,2656,1.0,3.0,4.0
2007,"PSA 202",202,"01JAN2007","31DEC2007","X","X",2558,0.0,2558,1.0,3.0,4.0
2008,"PSA 202",202,"01JAN2008","31DEC2008","X","X",2466,0.0,2466,0.0,3.0,3.0
2009,"PSA 202",202,"01JAN2009","31DEC2009","X","X",2799,0.0,2799,0.0,3.0,3.0
2010,"PSA 202",202,"01JAN2010","31DEC2010","X","X",2946,0.0,2946,0.0,3.0,3.0
2011,"PSA 202",202,"01JAN2011","31DEC2011","X","X",3195,0.0,3195,0.0,3.0,3.0
2012,"PSA 202",202,"01JAN2012","31DEC2012","X","X",3477,0.0,3477,0.0,3.0,3.0
2013,"PSA 202",202,"01JAN2013","31DEC2013","X","X",3571,0.0,3571,0.0,3.0,3.0
2014,"PSA 202",202,"01JAN2014","31DEC2014","X","X",3793,0.0,3793,0.0,3.0,3.0
2001,"PSA 203",203,"01JAN2001","31DEC2001","X","X",634,0.0,634,0.0,2.0,2.0
2002,"PSA 203",203,"01JAN2002","31DEC2002","X","X",643,0.0,643,0.0,2.0,2.0
2003,"PSA 203",203,"01JAN2003","31DEC2003","X","X",634,0.0,634,0.0,2.0,2.0
2004,"PSA 203",203,"01JAN2004","31DEC2004","X","X",634,0.0,634,0.0,2.0,2.0
2005,"PSA 203",203,"01JAN2005","31DEC2005","X","X",633,0.0,633,0.0,2.0,2.0
2006,"PSA 203",203,"01JAN2006","31DEC2006","X","X",634,0.0,634,0.0,2.0,2.0
2007,"PSA 203",203,"01JAN2007","31DEC2007","X","X",666,0.0,666,0.0,2.0,2.0
2008,"PSA 203",203,"01JAN2008","31DEC2008","X","X",653,0.0,653,0.0,2.0,2.0
2009,"PSA 203",203,"01JAN2009","31DEC2009","X","X",677,0.0,677,0.0,2.0,2.0
2010,"PSA 203",203,"01JAN2010","31DEC2010","X","X",760,0.0,760,0.0,2.0,2.0
2011,"PSA 203",203,"01JAN2011","31DEC2011","X","X",813,0.0,813,0.0,2.0,2.0
2012,"PSA 203",203,"01JAN2012","31DEC2012","X","X",845,0.0,845,0.0,2.0,2.0
2013,"PSA 203",203,"01JAN2013","31DEC2013","X","X",913,0.0,913,0.0,2.0,2.0
2014,"PSA 203",203,"01JAN2014","31DEC2014","X","X",911,0.0,911,0.0,2.0,2.0
2001,"PSA 204",204,"01JAN2001","31DEC2001","X","X",989,0.0,989,0.0,3.0,3.0
2002,"PSA 204",204,"01JAN2002","31DEC2002","X","X",1036,0.0,1036,0.0,3.0,3.0
2003,"PSA 204",204,"01JAN2003","31DEC2003","X","X",1023,0.0,1023,0.0,3.0,3.0
2004,"PSA 204",204,"01JAN2004","31DEC2004","X","X",1234,213,1021,1.0,3.0,4.0
2005,"PSA 204",204,"01JAN2005","31DEC2005","X","X",1122,101,1021,1.0,3.0,4.0
2006,"PSA 204",204,"01JAN2006","31DEC2006","X","X",1246,178,1068,1.0,3.0,4.0
2007,"PSA 204",204,"01JAN2007","31DEC2007","X","X",1296,307,989,1.0,3.0,4.0
2008,"PSA 204",204,"01JAN2008","31DEC2008","X","X",1262,205,1057,1.0,3.0,4.0
2009,"PSA 204",204,"01JAN2009","31DEC2009","X","X",1042,0.0,1042,0.0,3.0,3.0
2010,"PSA 204",204,"01JAN2010","31DEC2010","X","X",1118,0.0,1118,0.0,3.0,3.0
2011,"PSA 204",204,"01JAN2011","31DEC2011","X","X",1159,0.0,1159,0.0,3.0,3.0
2012,"PSA 204",204,"01JAN2012","31DEC2012","X","X",1161,0.0,1161,0.0,3.0,3.0
2013,"PSA 204",204,"01JAN2013","31DEC2013","X","X",1187,0.0,1187,0.0,3.0,3.0
2014,"PSA 204",204,"01JAN2014","31DEC2014","X","X",1229,0.0,1229,0.0,3.0,3.0
2001,"PSA 205",205,"01JAN2001","31DEC2001","X","X",425,0.0,425,0.0,2.0,2.0
2002,"PSA 205",205,"01JAN2002","31DEC2002","X","X",449,0.0,449,0.0,2.0,2.0
2003,"PSA 205",205,"01JAN2003","31DEC2003","X","X",462,0.0,462,0.0,2.0,2.0
2004,"PSA 205",205,"01JAN2004","31DEC2004","X","X",468,0.0,468,0.0,2.0,2.0
2005,"PSA 205",205,"01JAN2005","31DEC2005","X","X",508,0.0,508,0.0,2.0,2.0
2006,"PSA 205",205,"01JAN2006","31DEC2006","X","X",533,0.0,533,0.0,2.0,2.0
2007,"PSA 205",205,"01JAN2007","31DEC2007","X","X",562,0.0,562,0.0,2.0,2.0
2008,"PSA 205",205,"01JAN2008","31DEC2008","X","X",596,0.0,596,0.0,2.0,2.0
2009,"PSA 205",205,"01JAN2009","31DEC2009","X","X",612,0.0,612,0.0,2.0,2.0
2010,"PSA 205",205,"01JAN2010","31DEC2010","X","X",639,0.0,639,0.0,2.0,2.0
2011,"PSA 205",205,"01JAN2011","31DEC2011","X","X",676,0.0,676,0.0,2.0,2.0
2012,"PSA 205",205,"01JAN2012","31DEC2012","X","X",661,0.0,661,0.0,2.0,2.0
2013,"PSA 205",205,"01JAN2013","31DEC2013","X","X",668,0.0,668,0.0,2.0,2.0
2014,"PSA 205",205,"01JAN2014","31DEC2014","X","X",685,0.0,685,0.0,2.0,2.0
2001,"PSA 206",206,"01JAN2001","31DEC2001","X","X",1003,0.0,1003,0.0,3.0,3.0
2002,"PSA 206",206,"01JAN2002","31DEC2002","X","X",1069,0.0,1069,0.0,3.0,3.0
2003,"PSA 206",206,"01JAN2003","31DEC2003","X","X",1049,0.0,1049,0.0,3.0,3.0
2004,"PSA 206",206,"01JAN2004","31DEC2004","X","X",1001,0.0,1001,0.0,3.0,3.0
2005,"PSA 206",206,"01JAN2005","31DEC2005","X","X",566,0.0,566,0.0,2.0,2.0
2006,"PSA 206",206,"01JAN2006","31DEC2006","X","X",698,53,645,1.0,2.0,3.0
2007,"PSA 206",206,"01JAN2007","31DEC2007","X","X",725,86,639,1.0,2.0,3.0
2008,"PSA 206",206,"01JAN2008","31DEC2008","X","X",971,0.0,971,0.0,3.0,3.0
2009,"PSA 206",206,"01JAN2009","31DEC2009","X","X",1145,0.0,1145,0.0,3.0,3.0
2010,"PSA 206",206,"01JAN2010","31DEC2010","X","X",1300,0.0,1300,0.0,3.0,3.0
2011,"PSA 206",206,"01JAN2011","31DEC2011","X","X",1237,0.0,1237,0.0,3.0,3.0
2012,"PSA 206",206,"01JAN2012","31DEC2012","X","X",1267,0.0,1267,0.0,3.0,3.0
2013,"PSA 206",206,"01JAN2013","31DEC2013","X","X",1246,0.0,1246,0.0,3.0,3.0
2014,"PSA 206",206,"01JAN2014","31DEC2014","X","X",691,0.0,691,0.0,2.0,2.0
2001,"PSA 207",207,"01JAN2001","31DEC2001","X","X",1173,101,1072,1.0,3.0,4.0
2002,"PSA 207",207,"01JAN2002","31DEC2002","X","X",1175,117,1058,1.0,3.0,4.0
2003,"PSA 207",207,"01JAN2003","31DEC2003","X","X",1118,120,998,1.0,3.0,4.0
2004,"PSA 207",207,"01JAN2004","31DEC2004","X","X",1099,118,981,1.0,3.0,4.0
2005,"PSA 207",207,"01JAN2005","31DEC2005","X","X",1175,226,949,2.0,3.0,5.0
2006,"PSA 207",207,"01JAN2006","31DEC2006","X","X",1152,250,902,2.0,3.0,5.0
2007,"PSA 207",207,"01JAN2007","31DEC2007","X","X",521,125,396,1.0,2.0,3.0
2008,"PSA 207",207,"01JAN2008","31DEC2008","X","X",403,146,257,1.0,1.0,2.0
2009,"PSA 207",207,"01JAN2009","31DEC2009","X","X",849,166,683,1.0,2.0,3.0
2010,"PSA 207",207,"01JAN2010","31DEC2010","X","X",848,145,703,1.0,2.0,3.0
2011,"PSA 207",207,"01JAN2011","31DEC2011","X","X",760,0.0,760,0.0,2.0,2.0
2012,"PSA 207",207,"01JAN2012","31DEC2012","X","X",772,0.0,772,0.0,2.0,2.0
2013,"PSA 207",207,"01JAN2013","31DEC2013","X","X",869,0.0,869,0.0,2.0,2.0
2014,"PSA 207",207,"01JAN2014","31DEC2014","X","X",1004,0.0,1004,0.0,2.0,2.0
2001,"PSA 208",208,"01JAN2001","31DEC2001","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2002,"PSA 208",208,"01JAN2002","31DEC2002","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2003,"PSA 208",208,"01JAN2003","31DEC2003","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2004,"PSA 208",208,"01JAN2004","31DEC2004","X","X",152,152,0.0,1.0,0.0,1.0
2005,"PSA 208",208,"01JAN2005","31DEC2005","X","X",205,205,0.0,1.0,0.0,1.0
2006,"PSA 208",208,"01JAN2006","31DEC2006","X","X",171,171,0.0,1.0,0.0,1.0
2007,"PSA 208",208,"01JAN2007","31DEC2007","X","X",131,131,0.0,1.0,0.0,1.0
2008,"PSA 208",208,"01JAN2008","31DEC2008","X","X",255,255,0.0,2.0,0.0,2.0
2009,"PSA 208",208,"01JAN2009","31DEC2009","X","X",285,285,0.0,2.0,0.0,2.0
2010,"PSA 208",208,"01JAN2010","31DEC2010","X","X",258,258,0.0,1.0,0.0,1.0
2011,"PSA 208",208,"01JAN2011","31DEC2011","X","X",425,425,0.0,2.0,0.0,2.0
2012,"PSA 208",208,"01JAN2012","31DEC2012","X","X",308,308,0.0,1.0,0.0,1.0
2013,"PSA 208",208,"01JAN2013","31DEC2013","X","X",147,147,0.0,1.0,0.0,1.0
2014,"PSA 208",208,"01JAN2014","31DEC2014","X","X",123,123,0.0,1.0,0.0,1.0
2001,"PSA 301",301,"01JAN2001","31DEC2001","X","X",182,0.0,182,0.0,1.0,1.0
2002,"PSA 301",301,"01JAN2002","31DEC2002","X","X",167,0.0,167,0.0,1.0,1.0
2003,"PSA 301",301,"01JAN2003","31DEC2003","X","X",163,0.0,163,0.0,1.0,1.0
2004,"PSA 301",301,"01JAN2004","31DEC2004","X","X",150,0.0,150,0.0,1.0,1.0
2005,"PSA 301",301,"01JAN2005","31DEC2005","X","X",193,59,134,1.0,1.0,2.0
2006,"PSA 301",301,"01JAN2006","31DEC2006","X","X",262,86,176,1.0,1.0,2.0
2007,"PSA 301",301,"01JAN2007","31DEC2007","X","X",263,100,163,1.0,1.0,2.0
2008,"PSA 301",301,"01JAN2008","31DEC2008","X","X",142,0.0,142,0.0,1.0,1.0
2009,"PSA 301",301,"01JAN2009","31DEC2009","X","X",145,0.0,145,0.0,1.0,1.0
2010,"PSA 301",301,"01JAN2010","31DEC2010","X","X",153,0.0,153,0.0,1.0,1.0
2011,"PSA 301",301,"01JAN2011","31DEC2011","X","X",157,0.0,157,0.0,1.0,1.0
2012,"PSA 301",301,"01JAN2012","31DEC2012","X","X",154,0.0,154,0.0,1.0,1.0
2013,"PSA 301",301,"01JAN2013","31DEC2013","X","X",161,0.0,161,0.0,1.0,1.0
2014,"PSA 301",301,"01JAN2014","31DEC2014","X","X",166,0.0,166,0.0,1.0,1.0
2001,"PSA 302",302,"01JAN2001","31DEC2001","X","X",2462,215,2247,2.0,4.0,6.0
2002,"PSA 302",302,"01JAN2002","31DEC2002","X","X",1921,245,1676,2.0,3.0,5.0
2003,"PSA 302",302,"01JAN2003","31DEC2003","X","X",1928,297,1631,2.0,3.0,5.0
2004,"PSA 302",302,"01JAN2004","31DEC2004","X","X",2090,565,1525,4.0,3.0,7.0
2005,"PSA 302",302,"01JAN2005","31DEC2005","X","X",2583,748,1835,6.0,4.0,10
2006,"PSA 302",302,"01JAN2006","31DEC2006","X","X",2879,877,2002,6.0,3.0,9.0
2007,"PSA 302",302,"01JAN2007","31DEC2007","X","X",2980,1019,1961,6.0,3.0,9.0
2008,"PSA 302",302,"01JAN2008","31DEC2008","X","X",2943,1203,1740,6.0,2.0,8.0
2009,"PSA 302",302,"01JAN2009","31DEC2009","X","X",3235,1497,1738,6.0,2.0,8.0
2010,"PSA 302",302,"01JAN2010","31DEC2010","X","X",3236,1492,1744,6.0,2.0,8.0
2011,"PSA 302",302,"01JAN2011","31DEC2011","X","X",2871,1179,1692,6.0,2.0,8.0
2012,"PSA 302",302,"01JAN2012","31DEC2012","X","X",2921,1153,1768,6.0,2.0,8.0
2013,"PSA 302",302,"01JAN2013","31DEC2013","X","X",3034,1259,1775,6.0,2.0,8.0
2014,"PSA 302",302,"01JAN2014","31DEC2014","X","X",3242,1360,1882,6.0,2.0,8.0
2001,"PSA 303",303,"01JAN2001","31DEC2001","X","X",1913,729,1184,1.0,3.0,4.0
2002,"PSA 303",303,"01JAN2002","31DEC2002","X","X",1972,787,1185,1.0,3.0,4.0
2003,"PSA 303",303,"01JAN2003","31DEC2003","X","X",2140,1068,1072,2.0,3.0,5.0
2004,"PSA 303",303,"01JAN2004","31DEC2004","X","X",649,0.0,649,0.0,2.0,2.0
2005,"PSA 303",303,"01JAN2005","31DEC2005","X","X",548,0.0,548,0.0,2.0,2.0
2006,"PSA 303",303,"01JAN2006","31DEC2006","X","X",666,123,543,2.0,2.0,4.0
2007,"PSA 303",303,"01JAN2007","31DEC2007","X","X",757,158,599,2.0,2.0,4.0
2008,"PSA 303",303,"01JAN2008","31DEC2008","X","X",813,187,626,2.0,2.0,4.0
2009,"PSA 303",303,"01JAN2009","31DEC2009","X","X",1156,226,930,1.0,3.0,4.0
2010,"PSA 303",303,"01JAN2010","31DEC2010","X","X",1034,0.0,1034,1.0,3.0,4.0
2011,"PSA 303",303,"01JAN2011","31DEC2011","X","X",1469,395,1074,1.0,3.0,4.0
2012,"PSA 303",303,"01JAN2012","31DEC2012","X","X",1520,436,1084,1.0,3.0,4.0
2013,"PSA 303",303,"01JAN2013","31DEC2013","X","X",1576,478,1098,1.0,3.0,4.0
2014,"PSA 303",303,"01JAN2014","31DEC2014","X","X",1599,492,1107,1.0,3.0,4.0
2001,"PSA 304",304,"01JAN2001","31DEC2001","X","X",1530,0.0,1530,0.0,3.0,3.0
2002,"PSA 304",304,"01JAN2002","31DEC2002","X","X",1517,0.0,1517,0.0,3.0,3.0
2003,"PSA 304",304,"01JAN2003","31DEC2003","X","X",1554,0.0,1554,0.0,3.0,3.0
2004,"PSA 304",304,"01JAN2004","31DEC2004","X","X",2689,1164,1525,6.0,3.0,9.0
2005,"PSA 304",304,"01JAN2005","31DEC2005","X","X",2492,1027,1465,5.0,3.0,8.0
2006,"PSA 304",304,"01JAN2006","31DEC2006","X","X",2762,1296,1466,4.0,3.0,7.0
2007,"PSA 304",304,"01JAN2007","31DEC2007","X","X",2879,1444,1435,5.0,3.0,8.0
2008,"PSA 304",304,"01JAN2008","31DEC2008","X","X",2768,1589,1179,5.0,2.0,7.0
2009,"PSA 304",304,"01JAN2009","31DEC2009","X","X",2791,1767,1024,3.0,2.0,5.0
2010,"PSA 304",304,"01JAN2010","31DEC2010","X","X",2904,1870,1034,3.0,2.0,5.0
2011,"PSA 304",304,"01JAN2011","31DEC2011","X","X",2909,2019,890,3.0,2.0,5.0
2012,"PSA 304",304,"01JAN2012","31DEC2012","X","X",3033,2102,931,2.0,2.0,4.0
2013,"PSA 304",304,"01JAN2013","31DEC2013","X","X",3255,2144,1111,2.0,2.0,4.0
2014,"PSA 304",304,"01JAN2014","31DEC2014","X","X",3366,2136,1230,2.0,3.0,5.0
2001,"PSA 305",305,"01JAN2001","31DEC2001","X","X",1248,930,318,5.0,1.0,6.0
2002,"PSA 305",305,"01JAN2002","31DEC2002","X","X",1435,1110,325,5.0,1.0,6.0
2003,"PSA 305",305,"01JAN2003","31DEC2003","X","X",1563,1218,345,5.0,1.0,6.0
2004,"PSA 305",305,"01JAN2004","31DEC2004","X","X",1851,1293,558,5.0,2.0,7.0
2005,"PSA 305",305,"01JAN2005","31DEC2005","X","X",1720,1128,592,5.0,2.0,7.0
2006,"PSA 305",305,"01JAN2006","31DEC2006","X","X",1551,1038,513,5.0,2.0,7.0
2007,"PSA 305",305,"01JAN2007","31DEC2007","X","X",1456,1009,447,5.0,2.0,7.0
2008,"PSA 305",305,"01JAN2008","31DEC2008","X","X",1519,1013,506,5.0,2.0,7.0
2009,"PSA 305",305,"01JAN2009","31DEC2009","X","X",1639,1077,562,4.0,2.0,6.0
2010,"PSA 305",305,"01JAN2010","31DEC2010","X","X",1187,892,295,3.0,2.0,5.0
2011,"PSA 305",305,"01JAN2011","31DEC2011","X","X",1394,939,455,3.0,2.0,5.0
2012,"PSA 305",305,"01JAN2012","31DEC2012","X","X",1618,1191,427,5.0,2.0,7.0
2013,"PSA 305",305,"01JAN2013","31DEC2013","X","X",1950,1647,303,6.0,1.0,7.0
2014,"PSA 305",305,"01JAN2014","31DEC2014","X","X",2076,1245,831,4.0,2.0,6.0
2001,"PSA 306",306,"01JAN2001","31DEC2001","X","X",643,0.0,643,0.0,2.0,2.0
2002,"PSA 306",306,"01JAN2002","31DEC2002","X","X",602,0.0,602,0.0,2.0,2.0
2003,"PSA 306",306,"01JAN2003","31DEC2003","X","X",565,0.0,565,0.0,2.0,2.0
2004,"PSA 306",306,"01JAN2004","31DEC2004","X","X",651,0.0,651,0.0,2.0,2.0
2005,"PSA 306",306,"01JAN2005","31DEC2005","X","X",667,118,549,1.0,2.0,3.0
2006,"PSA 306",306,"01JAN2006","31DEC2006","X","X",767,237,530,2.0,2.0,4.0
2007,"PSA 306",306,"01JAN2007","31DEC2007","X","X",776,298,478,2.0,2.0,4.0
2008,"PSA 306",306,"01JAN2008","31DEC2008","X","X",574,286,288,1.0,1.0,2.0
2009,"PSA 306",306,"01JAN2009","31DEC2009","X","X",285,285,0.0,1.0,0.0,1.0
2010,"PSA 306",306,"01JAN2010","31DEC2010","X","X",296,296,0.0,1.0,0.0,1.0
2011,"PSA 306",306,"01JAN2011","31DEC2011","X","X",560,307,253,1.0,1.0,2.0
2012,"PSA 306",306,"01JAN2012","31DEC2012","X","X",598,316,282,1.0,1.0,2.0
2013,"PSA 306",306,"01JAN2013","31DEC2013","X","X",598,318,280,1.0,1.0,2.0
2014,"PSA 306",306,"01JAN2014","31DEC2014","X","X",538,294,244,1.0,1.0,2.0
2001,"PSA 307",307,"01JAN2001","31DEC2001","X","X",1351,0.0,1351,0.0,3.0,3.0
2002,"PSA 307",307,"01JAN2002","31DEC2002","X","X",1360,0.0,1360,0.0,3.0,3.0
2003,"PSA 307",307,"01JAN2003","31DEC2003","X","X",1294,0.0,1294,0.0,3.0,3.0
2004,"PSA 307",307,"01JAN2004","31DEC2004","X","X",1229,0.0,1229,0.0,3.0,3.0
2005,"PSA 307",307,"01JAN2005","31DEC2005","X","X",1108,0.0,1108,0.0,3.0,3.0
2006,"PSA 307",307,"01JAN2006","31DEC2006","X","X",969,0.0,969,0.0,3.0,3.0
2007,"PSA 307",307,"01JAN2007","31DEC2007","X","X",704,0.0,704,0.0,3.0,3.0
2008,"PSA 307",307,"01JAN2008","31DEC2008","X","X",505,0.0,505,0.0,2.0,2.0
2009,"PSA 307",307,"01JAN2009","31DEC2009","X","X",463,0.0,463,0.0,2.0,2.0
2010,"PSA 307",307,"01JAN2010","31DEC2010","X","X",492,0.0,492,0.0,2.0,2.0
2011,"PSA 307",307,"01JAN2011","31DEC2011","X","X",502,0.0,502,0.0,2.0,2.0
2012,"PSA 307",307,"01JAN2012","31DEC2012","X","X",484,0.0,484,0.0,2.0,2.0
2013,"PSA 307",307,"01JAN2013","31DEC2013","X","X",533,0.0,533,0.0,2.0,2.0
2014,"PSA 307",307,"01JAN2014","31DEC2014","X","X",539,0.0,539,0.0,2.0,2.0
2001,"PSA 308",308,"01JAN2001","31DEC2001","X","X",371,0.0,371,0.0,1.0,1.0
2002,"PSA 308",308,"01JAN2002","31DEC2002","X","X",310,0.0,310,0.0,1.0,1.0
2003,"PSA 308",308,"01JAN2003","31DEC2003","X","X",265,0.0,265,0.0,1.0,1.0
2004,"PSA 308",308,"01JAN2004","31DEC2004","X","X",254,0.0,254,0.0,1.0,1.0
2005,"PSA 308",308,"01JAN2005","31DEC2005","X","X",201,0.0,201,0.0,1.0,1.0
2006,"PSA 308",308,"01JAN2006","31DEC2006","X","X",278,88,190,1.0,1.0,2.0
2007,"PSA 308",308,"01JAN2007","31DEC2007","X","X",347,164,183,1.0,1.0,2.0
2008,"PSA 308",308,"01JAN2008","31DEC2008","X","X",1057,868,189,3.0,1.0,4.0
2009,"PSA 308",308,"01JAN2009","31DEC2009","X","X",1139,940,199,3.0,1.0,4.0
2010,"PSA 308",308,"01JAN2010","31DEC2010","X","X",993,993,0.0,4.0,0.0,4.0
2011,"PSA 308",308,"01JAN2011","31DEC2011","X","X",768,768,0.0,3.0,0.0,3.0
2012,"PSA 308",308,"01JAN2012","31DEC2012","X","X",970,970,0.0,4.0,0.0,4.0
2013,"PSA 308",308,"01JAN2013","31DEC2013","X","X",1146,1146,0.0,4.0,0.0,4.0
2014,"PSA 308",308,"01JAN2014","31DEC2014","X","X",1199,1199,0.0,4.0,0.0,4.0
2001,"PSA 401",401,"01JAN2001","31DEC2001","X","X",803,0.0,803,0.0,2.0,2.0
2002,"PSA 401",401,"01JAN2002","31DEC2002","X","X",795,0.0,795,0.0,2.0,2.0
2003,"PSA 401",401,"01JAN2003","31DEC2003","X","X",775,0.0,775,0.0,2.0,2.0
2004,"PSA 401",401,"01JAN2004","31DEC2004","X","X",725,0.0,725,0.0,2.0,2.0
2005,"PSA 401",401,"01JAN2005","31DEC2005","X","X",739,0.0,739,0.0,2.0,2.0
2006,"PSA 401",401,"01JAN2006","31DEC2006","X","X",725,0.0,725,0.0,2.0,2.0
2007,"PSA 401",401,"01JAN2007","31DEC2007","X","X",606,0.0,606,0.0,2.0,2.0
2008,"PSA 401",401,"01JAN2008","31DEC2008","X","X",663,0.0,663,0.0,2.0,2.0
2009,"PSA 401",401,"01JAN2009","31DEC2009","X","X",634,0.0,634,0.0,2.0,2.0
2010,"PSA 401",401,"01JAN2010","31DEC2010","X","X",674,0.0,674,0.0,2.0,2.0
2011,"PSA 401",401,"01JAN2011","31DEC2011","X","X",637,0.0,637,0.0,2.0,2.0
2012,"PSA 401",401,"01JAN2012","31DEC2012","X","X",680,0.0,680,0.0,2.0,2.0
2013,"PSA 401",401,"01JAN2013","31DEC2013","X","X",746,0.0,746,0.0,2.0,2.0
2014,"PSA 401",401,"01JAN2014","31DEC2014","X","X",760,0.0,760,0.0,2.0,2.0
2001,"PSA 402",402,"01JAN2001","31DEC2001","X","X",1973,632,1341,2.0,2.0,4.0
2002,"PSA 402",402,"01JAN2002","31DEC2002","X","X",1879,586,1293,1.0,2.0,3.0
2003,"PSA 402",402,"01JAN2003","31DEC2003","X","X",1726,561,1165,1.0,2.0,3.0
2004,"PSA 402",402,"01JAN2004","31DEC2004","X","X",1638,573,1065,1.0,2.0,3.0
2005,"PSA 402",402,"01JAN2005","31DEC2005","X","X",1595,578,1017,1.0,2.0,3.0
2006,"PSA 402",402,"01JAN2006","31DEC2006","X","X",1707,720,987,2.0,2.0,4.0
2007,"PSA 402",402,"01JAN2007","31DEC2007","X","X",1768,721,1047,2.0,2.0,4.0
2008,"PSA 402",402,"01JAN2008","31DEC2008","X","X",1815,788,1027,2.0,2.0,4.0
2009,"PSA 402",402,"01JAN2009","31DEC2009","X","X",2046,1036,1010,3.0,2.0,5.0
2010,"PSA 402",402,"01JAN2010","31DEC2010","X","X",2050,967,1083,3.0,2.0,5.0
2011,"PSA 402",402,"01JAN2011","31DEC2011","X","X",1900,1007,893,3.0,2.0,5.0
2012,"PSA 402",402,"01JAN2012","31DEC2012","X","X",1731,902,829,3.0,2.0,5.0
2013,"PSA 402",402,"01JAN2013","31DEC2013","X","X",2035,1240,795,4.0,2.0,6.0
2014,"PSA 402",402,"01JAN2014","31DEC2014","X","X",2036,1291,745,4.0,2.0,6.0
2001,"PSA 403",403,"01JAN2001","31DEC2001","X","X",2041,0.0,2041,0.0,4.0,4.0
2002,"PSA 403",403,"01JAN2002","31DEC2002","X","X",2015,0.0,2015,0.0,4.0,4.0
2003,"PSA 403",403,"01JAN2003","31DEC2003","X","X",1842,0.0,1842,0.0,4.0,4.0
2004,"PSA 403",403,"01JAN2004","31DEC2004","X","X",1715,66,1649,1.0,4.0,5.0
2005,"PSA 403",403,"01JAN2005","31DEC2005","X","X",1729,241,1488,2.0,4.0,6.0
2006,"PSA 403",403,"01JAN2006","31DEC2006","X","X",1539,206,1333,2.0,4.0,6.0
2007,"PSA 403",403,"01JAN2007","31DEC2007","X","X",1449,206,1243,2.0,4.0,6.0
2008,"PSA 403",403,"01JAN2008","31DEC2008","X","X",1416,178,1238,2.0,3.0,5.0
2009,"PSA 403",403,"01JAN2009","31DEC2009","X","X",1624,146,1478,1.0,3.0,4.0
2010,"PSA 403",403,"01JAN2010","31DEC2010","X","X",1683,148,1535,1.0,3.0,4.0
2011,"PSA 403",403,"01JAN2011","31DEC2011","X","X",1658,137,1521,1.0,3.0,4.0
2012,"PSA 403",403,"01JAN2012","31DEC2012","X","X",1614,0.0,1614,0.0,3.0,3.0
2013,"PSA 403",403,"01JAN2013","31DEC2013","X","X",2350,640,1710,2.0,3.0,5.0
2014,"PSA 403",403,"01JAN2014","31DEC2014","X","X",2037,670,1367,2.0,3.0,5.0
2001,"PSA 404",404,"01JAN2001","31DEC2001","X","X",3325,533,2792,1.0,7.0,8.0
2002,"PSA 404",404,"01JAN2002","31DEC2002","X","X",3431,499,2932,2.0,8.0,10
2003,"PSA 404",404,"01JAN2003","31DEC2003","X","X",3547,725,2822,2.0,8.0,10
2004,"PSA 404",404,"01JAN2004","31DEC2004","X","X",3044,340,2704,1.0,8.0,9.0
2005,"PSA 404",404,"01JAN2005","31DEC2005","X","X",2526,357,2169,2.0,8.0,10
2006,"PSA 404",404,"01JAN2006","31DEC2006","X","X",2535,400,2135,2.0,7.0,9.0
2007,"PSA 404",404,"01JAN2007","31DEC2007","X","X",2789,689,2100,4.0,7.0,11
2008,"PSA 404",404,"01JAN2008","31DEC2008","X","X",2911,826,2085,4.0,7.0,11
2009,"PSA 404",404,"01JAN2009","31DEC2009","X","X",3065,1138,1927,5.0,7.0,12
2010,"PSA 404",404,"01JAN2010","31DEC2010","X","X",3440,1200,2240,5.0,7.0,12
2011,"PSA 404",404,"01JAN2011","31DEC2011","X","X",3596,1317,2279,5.0,7.0,12
