timeframe,cluster2017,cluster2017_nf,start_date,end_date,Pct25andOverWoutHS,Pct25andOverWoutHS_m,aud,aud_charter,aud_dcps,charter_present,dcps_present,school_present
2012-16,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-12,31-Dec-16,5.1,1.5,X,X,X,X,X,X
2012-16,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-12,31-Dec-16,15,1.6,X,X,X,X,X,X
2012-16,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-12,31-Dec-16,6.4,1.8,X,X,X,X,X,X
2012-16,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-12,31-Dec-16,0.7,1.5,X,X,X,X,X,X
2012-16,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-12,31-Dec-16,3.1,2.2,X,X,X,X,X,X
2012-16,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-12,31-Dec-16,2.3,1.2,X,X,X,X,X,X
2012-16,"Shaw, Logan Circle",Cluster 7,1-Jan-12,31-Dec-16,9.5,2.1,X,X,X,X,X,X
2012-16,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,1-Jan-12,31-Dec-16,11,2.1,X,X,X,X,X,X
2012-16,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Cluster 9,1-Jan-12,31-Dec-16,6.9,1.7,X,X,X,X,X,X
2012-16,"Hawthorne, Barnaby Woods, Chevy Chase",Cluster 10,1-Jan-12,31-Dec-16,2.5,1.4,X,X,X,X,X,X
2012-16,"Friendship Heights, American University Park, Tenleytown",Cluster 11,1-Jan-12,31-Dec-16,1,1.1,X,X,X,X,X,X
2012-16,"North Cleveland Park, Forest Hills, Van Ness",Cluster 12,1-Jan-12,31-Dec-16,1.1,1.1,X,X,X,X,X,X
2012-16,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Cluster 13,1-Jan-12,31-Dec-16,2.2,1.4,X,X,X,X,X,X
2012-16,"Cathedral Heights, McLean Gardens, Glover Park",Cluster 14,1-Jan-12,31-Dec-16,3,1.5,X,X,X,X,X,X
2012-16,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Cluster 15,1-Jan-12,31-Dec-16,1.8,1,X,X,X,X,X,X
2012-16,"Colonial Village, Shepherd Park, North Portal Estates",Cluster 16,1-Jan-12,31-Dec-16,0.7,1.5,X,X,X,X,X,X
2012-16,"Takoma, Brightwood, Manor Park",Cluster 17,1-Jan-12,31-Dec-16,13,2,X,X,X,X,X,X
2012-16,"Brightwood Park, Crestwood, Petworth",Cluster 18,1-Jan-12,31-Dec-16,16,1.9,X,X,X,X,X,X
2012-16,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Cluster 19,1-Jan-12,31-Dec-16,11,2.4,X,X,X,X,X,X
2012-16,"North Michigan Park, Michigan Park, University Heights",Cluster 20,1-Jan-12,31-Dec-16,9.8,2.5,X,X,X,X,X,X
2012-16,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Cluster 21,1-Jan-12,31-Dec-16,11,1.8,X,X,X,X,X,X
2012-16,"Brookland, Brentwood, Langdon",Cluster 22,1-Jan-12,31-Dec-16,13,2.2,X,X,X,X,X,X
2012-16,"Ivy City, Arboretum, Trinidad, Carver Langston",Cluster 23,1-Jan-12,31-Dec-16,18,2.6,X,X,X,X,X,X
2012-16,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-12,31-Dec-16,15,3.1,X,X,X,X,X,X
2012-16,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-12,31-Dec-16,5.9,1.1,X,X,X,X,X,X
2012-16,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-12,31-Dec-16,5.7,1.1,X,X,X,X,X,X
2012-16,"Near Southeast, Navy Yard",Cluster 27,1-Jan-12,31-Dec-16,4.7,2.3,X,X,X,X,X,X
2012-16,Historic Anacostia,Cluster 28,1-Jan-12,31-Dec-16,15,4.3,X,X,X,X,X,X
2012-16,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-12,31-Dec-16,19,6.5,X,X,X,X,X,X
2012-16,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-12,31-Dec-16,17,4.2,X,X,X,X,X,X
2012-16,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-12,31-Dec-16,15,2.7,X,X,X,X,X,X
2012-16,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-12,31-Dec-16,19,3.3,X,X,X,X,X,X
2012-16,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-12,31-Dec-16,16,2.3,X,X,X,X,X,X
2012-16,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-12,31-Dec-16,12,2,X,X,X,X,X,X
2012-16,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-12,31-Dec-16,15,5,X,X,X,X,X,X
2012-16,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-12,31-Dec-16,19,3.8,X,X,X,X,X,X
2012-16,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-12,31-Dec-16,20,4,X,X,X,X,X,X
2012-16,"Douglas, Shipley Terrace",Cluster 38,1-Jan-12,31-Dec-16,18,3.5,X,X,X,X,X,X
2012-16,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-12,31-Dec-16,17,2,X,X,X,X,X,X
2012-16,Walter Reed,Cluster 40,1-Jan-12,31-Dec-16,11,15,X,X,X,X,X,X
2012-16,Rock Creek Park,Cluster 41,1-Jan-12,31-Dec-16,9,6.6,X,X,X,X,X,X
2012-16,Saint Elizabeths,Cluster 43,1-Jan-12,31-Dec-16,17,15,X,X,X,X,X,X
2012-16,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-12,31-Dec-16,6.4,3.8,X,X,X,X,X,X
2012-16,"Arboretum, Anacostia River",Cluster 46,1-Jan-12,31-Dec-16,20,17,X,X,X,X,X,X
2000,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-00,31-Dec-00,11,.,X,X,X,X,X,X
2000,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-00,31-Dec-00,41,.,X,X,X,X,X,X
2000,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-00,31-Dec-00,31,.,X,X,X,X,X,X
2000,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-00,31-Dec-00,2,.,X,X,X,X,X,X
2000,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-00,31-Dec-00,5.6,.,X,X,X,X,X,X
2000,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-00,31-Dec-00,8.6,.,X,X,X,X,X,X
2000,"Shaw, Logan Circle",Cluster 7,1-Jan-00,31-Dec-00,29,.,X,X,X,X,X,X
2000,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,1-Jan-00,31-Dec-00,33,.,X,X,X,X,X,X
2000,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Cluster 9,1-Jan-00,31-Dec-00,19,.,X,X,X,X,X,X
2000,"Hawthorne, Barnaby Woods, Chevy Chase",Cluster 10,1-Jan-00,31-Dec-00,7.1,.,X,X,X,X,X,X
2000,"Friendship Heights, American University Park, Tenleytown",Cluster 11,1-Jan-00,31-Dec-00,3.8,.,X,X,X,X,X,X
2000,"North Cleveland Park, Forest Hills, Van Ness",Cluster 12,1-Jan-00,31-Dec-00,2.9,.,X,X,X,X,X,X
2000,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Cluster 13,1-Jan-00,31-Dec-00,2.1,.,X,X,X,X,X,X
2000,"Cathedral Heights, McLean Gardens, Glover Park",Cluster 14,1-Jan-00,31-Dec-00,2.9,.,X,X,X,X,X,X
2000,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Cluster 15,1-Jan-00,31-Dec-00,6.4,.,X,X,X,X,X,X
2000,"Colonial Village, Shepherd Park, North Portal Estates",Cluster 16,1-Jan-00,31-Dec-00,3.8,.,X,X,X,X,X,X
2000,"Takoma, Brightwood, Manor Park",Cluster 17,1-Jan-00,31-Dec-00,23,.,X,X,X,X,X,X
2000,"Brightwood Park, Crestwood, Petworth",Cluster 18,1-Jan-00,31-Dec-00,29,.,X,X,X,X,X,X
2000,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Cluster 19,1-Jan-00,31-Dec-00,18,.,X,X,X,X,X,X
2000,"North Michigan Park, Michigan Park, University Heights",Cluster 20,1-Jan-00,31-Dec-00,19,.,X,X,X,X,X,X
2000,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Cluster 21,1-Jan-00,31-Dec-00,30,.,X,X,X,X,X,X
2000,"Brookland, Brentwood, Langdon",Cluster 22,1-Jan-00,31-Dec-00,25,.,X,X,X,X,X,X
2000,"Ivy City, Arboretum, Trinidad, Carver Langston",Cluster 23,1-Jan-00,31-Dec-00,38,.,X,X,X,X,X,X
2000,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-00,31-Dec-00,28,.,X,X,X,X,X,X
2000,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-00,31-Dec-00,24,.,X,X,X,X,X,X
2000,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-00,31-Dec-00,15,.,X,X,X,X,X,X
2000,"Near Southeast, Navy Yard",Cluster 27,1-Jan-00,31-Dec-00,55,.,X,X,X,X,X,X
2000,Historic Anacostia,Cluster 28,1-Jan-00,31-Dec-00,33,.,X,X,X,X,X,X
2000,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-00,31-Dec-00,31,.,X,X,X,X,X,X
2000,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-00,31-Dec-00,34,.,X,X,X,X,X,X
2000,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-00,31-Dec-00,34,.,X,X,X,X,X,X
2000,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-00,31-Dec-00,29,.,X,X,X,X,X,X
2000,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-00,31-Dec-00,34,.,X,X,X,X,X,X
2000,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-00,31-Dec-00,24,.,X,X,X,X,X,X
2000,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-00,31-Dec-00,19,.,X,X,X,X,X,X
2000,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-00,31-Dec-00,35,.,X,X,X,X,X,X
2000,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-00,31-Dec-00,40,.,X,X,X,X,X,X
2000,"Douglas, Shipley Terrace",Cluster 38,1-Jan-00,31-Dec-00,41,.,X,X,X,X,X,X
2000,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-00,31-Dec-00,33,.,X,X,X,X,X,X
2000,Walter Reed,Cluster 40,1-Jan-00,31-Dec-00,0,.,X,X,X,X,X,X
2000,Rock Creek Park,Cluster 41,1-Jan-00,31-Dec-00,11,.,X,X,X,X,X,X
2000,Saint Elizabeths,Cluster 43,1-Jan-00,31-Dec-00,63,.,X,X,X,X,X,X
2000,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-00,31-Dec-00,8.7,.,X,X,X,X,X,X
2000,"Arboretum, Anacostia River",Cluster 46,1-Jan-00,31-Dec-00,i,.,X,X,X,X,X,X
1990,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-90,31-Dec-90,16,.,X,X,X,X,X,X
1990,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-90,31-Dec-90,42,.,X,X,X,X,X,X
1990,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-90,31-Dec-90,39,.,X,X,X,X,X,X
1990,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-90,31-Dec-90,4.4,.,X,X,X,X,X,X
1990,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-90,31-Dec-90,4.9,.,X,X,X,X,X,X
1990,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-90,31-Dec-90,13,.,X,X,X,X,X,X
1990,"Shaw, Logan Circle",Cluster 7,1-Jan-90,31-Dec-90,33,.,X,X,X,X,X,X
1990,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,1-Jan-90,31-Dec-90,43,.,X,X,X,X,X,X
1990,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Cluster 9,1-Jan-90,31-Dec-90,15,.,X,X,X,X,X,X
1990,"Hawthorne, Barnaby Woods, Chevy Chase",Cluster 10,1-Jan-90,31-Dec-90,5.1,.,X,X,X,X,X,X
1990,"Friendship Heights, American University Park, Tenleytown",Cluster 11,1-Jan-90,31-Dec-90,5.6,.,X,X,X,X,X,X
1990,"North Cleveland Park, Forest Hills, Van Ness",Cluster 12,1-Jan-90,31-Dec-90,6.4,.,X,X,X,X,X,X
1990,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Cluster 13,1-Jan-90,31-Dec-90,4.7,.,X,X,X,X,X,X
1990,"Cathedral Heights, McLean Gardens, Glover Park",Cluster 14,1-Jan-90,31-Dec-90,5.5,.,X,X,X,X,X,X
1990,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Cluster 15,1-Jan-90,31-Dec-90,7,.,X,X,X,X,X,X
1990,"Colonial Village, Shepherd Park, North Portal Estates",Cluster 16,1-Jan-90,31-Dec-90,7,.,X,X,X,X,X,X
1990,"Takoma, Brightwood, Manor Park",Cluster 17,1-Jan-90,31-Dec-90,24,.,X,X,X,X,X,X
1990,"Brightwood Park, Crestwood, Petworth",Cluster 18,1-Jan-90,31-Dec-90,32,.,X,X,X,X,X,X
1990,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Cluster 19,1-Jan-90,31-Dec-90,20,.,X,X,X,X,X,X
1990,"North Michigan Park, Michigan Park, University Heights",Cluster 20,1-Jan-90,31-Dec-90,21,.,X,X,X,X,X,X
1990,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Cluster 21,1-Jan-90,31-Dec-90,35,.,X,X,X,X,X,X
1990,"Brookland, Brentwood, Langdon",Cluster 22,1-Jan-90,31-Dec-90,32,.,X,X,X,X,X,X
1990,"Ivy City, Arboretum, Trinidad, Carver Langston",Cluster 23,1-Jan-90,31-Dec-90,47,.,X,X,X,X,X,X
1990,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-90,31-Dec-90,33,.,X,X,X,X,X,X
1990,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-90,31-Dec-90,32,.,X,X,X,X,X,X
1990,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-90,31-Dec-90,22,.,X,X,X,X,X,X
1990,"Near Southeast, Navy Yard",Cluster 27,1-Jan-90,31-Dec-90,53,.,X,X,X,X,X,X
1990,Historic Anacostia,Cluster 28,1-Jan-90,31-Dec-90,48,.,X,X,X,X,X,X
1990,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-90,31-Dec-90,32,.,X,X,X,X,X,X
1990,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-90,31-Dec-90,45,.,X,X,X,X,X,X
1990,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-90,31-Dec-90,43,.,X,X,X,X,X,X
1990,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-90,31-Dec-90,37,.,X,X,X,X,X,X
1990,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-90,31-Dec-90,39,.,X,X,X,X,X,X
1990,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-90,31-Dec-90,27,.,X,X,X,X,X,X
1990,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-90,31-Dec-90,19,.,X,X,X,X,X,X
1990,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-90,31-Dec-90,42,.,X,X,X,X,X,X
1990,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-90,31-Dec-90,47,.,X,X,X,X,X,X
1990,"Douglas, Shipley Terrace",Cluster 38,1-Jan-90,31-Dec-90,45,.,X,X,X,X,X,X
1990,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-90,31-Dec-90,40,.,X,X,X,X,X,X
1990,Walter Reed,Cluster 40,1-Jan-90,31-Dec-90,1,.,X,X,X,X,X,X
1990,Rock Creek Park,Cluster 41,1-Jan-90,31-Dec-90,12,.,X,X,X,X,X,X
1990,Saint Elizabeths,Cluster 43,1-Jan-90,31-Dec-90,52,.,X,X,X,X,X,X
1990,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-90,31-Dec-90,13,.,X,X,X,X,X,X
1990,"Arboretum, Anacostia River",Cluster 46,1-Jan-90,31-Dec-90,i,.,X,X,X,X,X,X
2001,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-01,31-Dec-01,X,X,1913,729,1184,1,3,4
2002,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-02,31-Dec-02,X,X,1972,787,1185,1,3,4
2003,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-03,31-Dec-03,X,X,2140,1068,1072,2,3,5
2004,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-04,31-Dec-04,X,X,649,0,649,0,2,2
2005,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-05,31-Dec-05,X,X,548,0,548,0,2,2
2006,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-06,31-Dec-06,X,X,666,123,543,2,2,4
2007,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-07,31-Dec-07,X,X,757,158,599,2,2,4
2008,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-08,31-Dec-08,X,X,813,187,626,2,2,4
2009,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-09,31-Dec-09,X,X,1156,226,930,1,3,4
2010,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-10,31-Dec-10,X,X,1034,0,1034,1,3,4
2011,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-11,31-Dec-11,X,X,1469,395,1074,1,3,4
2012,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-12,31-Dec-12,X,X,1520,436,1084,1,3,4
2013,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-13,31-Dec-13,X,X,1576,478,1098,1,3,4
2001,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-01,31-Dec-01,X,X,5077,372,4705,3,9,12
2002,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-02,31-Dec-02,X,X,4500,453,4047,3,9,12
2003,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-03,31-Dec-03,X,X,4607,544,4063,3,9,12
2004,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-04,31-Dec-04,X,X,5833,1978,3855,11,9,20
2005,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-05,31-Dec-05,X,X,6051,2026,4025,12,10,22
2006,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-06,31-Dec-06,X,X,6524,2423,4101,13,9,22
2007,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-07,31-Dec-07,X,X,6720,2714,4006,14,8,22
2008,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-08,31-Dec-08,X,X,6677,2940,3737,13,6,19
2009,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-09,31-Dec-09,X,X,7062,3445,3617,11,6,17
2010,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-10,31-Dec-10,X,X,7131,3895,3236,11,6,17
2011,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-11,31-Dec-11,X,X,7487,3983,3504,12,6,18
2012,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-12,31-Dec-12,X,X,7606,3992,3614,12,6,18
2013,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-13,31-Dec-13,X,X,8008,4167,3841,12,6,18
2001,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-01,31-Dec-01,X,X,1891,930,961,5,3,8
2002,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-02,31-Dec-02,X,X,2037,1110,927,5,3,8
2003,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-03,31-Dec-03,X,X,2128,1218,910,5,3,8
2004,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-04,31-Dec-04,X,X,2502,1293,1209,5,4,9
2005,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-05,31-Dec-05,X,X,2387,1246,1141,6,4,10
2006,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-06,31-Dec-06,X,X,2318,1275,1043,7,4,11
2007,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-07,31-Dec-07,X,X,2232,1307,925,7,4,11
2008,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-08,31-Dec-08,X,X,2093,1299,794,6,3,9
2009,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-09,31-Dec-09,X,X,1924,1362,562,5,2,7
2010,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-10,31-Dec-10,X,X,1483,1188,295,4,2,6
2011,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-11,31-Dec-11,X,X,1954,1246,708,4,3,7
2012,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-12,31-Dec-12,X,X,2216,1507,709,6,3,9
2013,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-13,31-Dec-13,X,X,2548,1965,583,7,2,9
2001,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-01,31-Dec-01,X,X,1003,0,1003,0,3,3
2002,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-02,31-Dec-02,X,X,1069,0,1069,0,3,3
2003,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-03,31-Dec-03,X,X,1049,0,1049,0,3,3
2004,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-04,31-Dec-04,X,X,1001,0,1001,0,3,3
2005,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-05,31-Dec-05,X,X,566,0,566,0,2,2
2006,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-06,31-Dec-06,X,X,698,53,645,1,2,3
2007,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-07,31-Dec-07,X,X,725,86,639,1,2,3
2008,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-08,31-Dec-08,X,X,971,0,971,0,3,3
2009,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-09,31-Dec-09,X,X,1145,0,1145,0,3,3
2010,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-10,31-Dec-10,X,X,1300,0,1300,0,3,3
2011,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-11,31-Dec-11,X,X,1237,0,1237,0,3,3
2012,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-12,31-Dec-12,X,X,1267,0,1267,0,3,3
2013,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-13,31-Dec-13,X,X,1246,0,1246,0,3,3
2001,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-01,31-Dec-01,X,X,748,0,748,0,2,2
2002,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-02,31-Dec-02,X,X,730,0,730,0,2,2
2003,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-03,31-Dec-03,X,X,715,0,715,0,2,2
2004,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-04,31-Dec-04,X,X,715,0,715,0,2,2
2005,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-05,31-Dec-05,X,X,698,0,698,0,2,2
2006,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-06,31-Dec-06,X,X,666,0,666,0,2,2
2007,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-07,31-Dec-07,X,X,165,0,165,0,1,1
2008,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-08,31-Dec-08,X,X,257,0,257,0,1,1
2009,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-09,31-Dec-09,X,X,683,0,683,0,2,2
2010,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-10,31-Dec-10,X,X,703,0,703,0,2,2
2011,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-11,31-Dec-11,X,X,760,0,760,0,2,2
2012,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-12,31-Dec-12,X,X,772,0,772,0,2,2
2013,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-13,31-Dec-13,X,X,869,0,869,0,2,2
2001,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-01,31-Dec-01,X,X,607,101,506,1,2,3
2002,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-02,31-Dec-02,X,X,612,117,495,1,2,3
2003,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-03,31-Dec-03,X,X,566,120,446,1,2,3
2004,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-04,31-Dec-04,X,X,534,118,416,1,2,3
2005,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-05,31-Dec-05,X,X,670,285,385,3,2,5
2006,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-06,31-Dec-06,X,X,748,336,412,3,2,5
2007,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-07,31-Dec-07,X,X,619,225,394,2,2,4
2008,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-08,31-Dec-08,X,X,387,245,142,2,1,3
2009,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-09,31-Dec-09,X,X,381,236,145,2,1,3
2010,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-10,31-Dec-10,X,X,298,145,153,1,1,2
